Keyword_Name,KID
software engineering,777
multi-objective decision making,778
Statistical Techniques,779
Safety Case,780
agile development,781
"['Object-oriented modelling', 'Associations', 'Natural language', 'Semantics', 'Cognition', 'Psychology']",782
Socio-Technical Systems,783
Long-tail distribution,784
model-driven development,785
telemedicine,786
Feature Orientated,787
prototypes,788
Product Management,789
validation,790
Value Creation,791
AQUSA,792
Interview review,793
"['Requirements engineering', 'Philanthropic projects', 'Stakeholders', 'Pandemic', 'COVID-19', 'Hybrid events']",794
"['Enterprise engineering', 'Enterprise design', 'Enterprise intentions', 'Enterprise requirements', 'Design domains']",795
grounded theory,796
qualitative interviews,797
goal mode,798
benefit,799
Agile Security,800
Common Attack Pattern Enumeration and Classification (CAPEC),801
culture,802
['Key words:Automated analysis – COTS – Duplicate identification – Natural language – NLP – Similarity'],803
SPAN,804
Model-driven Software Development,805
Traceability Evaluation Tool,806
Modeling tool,807
statecharts,808
Evaluation,809
"['Grounded theory', 'Elicitation method', 'Requirements elicitation', 'Demand-side response', 'Energy service, Energy transition\xa0', 'Case study', 'Systemic concerns, Tacit knowledge']",810
requirements elicitation,811
Cost-benefit of requirements engineering,812
Crisis Management,813
"['Requirement prioritization', 'Content analysis', 'Systematic mapping study', 'Software engineering']",814
model driven development,815
Artifacts,816
safety evidence,817
Model Synthesis,818
conceptual modeling,819
BERT,820
video game.,821
Digital Shadow,822
Documents hierarchies,823
"['Functional requirements modeling', 'Tacit knowledge', 'Design science research methodology', 'Structuration', 'Semiotics']",824
Business process,825
multiple stakeholders,826
behavior change,827
experience report,828
logical deduction,829
"['Requirement', 'Testing', 'Pattern', 'Metamodel', 'Quality', 'Evaluation']",830
"['Requirements analysis', 'Requirements engineering', 'Conceptual modeling', 'Unified modeling language', 'Use case diagram', 'Class diagram', 'Experimental study']",831
interdisciplinary teams,832
goal-oriented reasoning,833
Software Development Methodologies,834
requirement consistency analysis,835
software-engineering,836
soft requirements,837
Goal Models,838
XAI,839
Software requirements selection,840
"['Customer Group', 'Natural Language Processing Technique', 'Process Guidance', 'Study Action Research', 'Open Source Software Development']",841
decision-makers,842
empirical studies,843
natural language requirements,844
observation,845
Market-driven requirements engineering,846
Queries,847
Early failure prediction,848
Natural Language Processing (NLP),849
self-adaptive systems engineering,850
practise,851
Ontology,852
requirements decisions,853
extraction,854
medical informatics,855
incompleteness,856
"['Natural language processing', 'Quality evaluation of requirements', 'Requirements engineering', 'Use cases']",857
Abstractive Summarization,858
"['Ethnography analysis', 'Human social organisational factors', 'Requirements elicitation']",859
accountable design,860
traceability strategy assessment,861
"['Business process model', 'Model-based testing', 'Test case generation', 'Spec Explorer']",862
Product Lines,863
Data-Driven Requirements,864
Requirements Elicitation,865
"['Cloud', 'Cloud deployment model', 'Security requirements', 'Privacy requirements', 'Cloud migration']",866
quality attributes,867
"ontology, collaborative filtering, recommender system, security requirements user study, uncertainty",868
Derived Requirement,869
WordNet,870
['Key words:Requirements engineering – Scenarios – Use cases'],871
probabilistic goals,872
forensic,873
Stakeholder Satisfaction,874
contract template,875
rules,876
risk assessment,877
Safety Critical Systems,878
MDE,879
Collaborative Projects,880
Ontological Modeling,881
Software engineering,882
"['Analytical hierarchy process (AHP)', 'Customer relationship management (CRM)', 'Software cost', 'Software selection']",883
Automotive SPICETM,884
anaphora ambiguity,885
Requirements Description Language,886
Uncrewed Aerial Systems,887
"['Conceptual modelling', 'ConGolog', 'Inter-organisational systems', 'Metadata management', 'Requirements engineering', 'Telos', 'Trust', 'Viewpoint resolution']",888
Panel Discussion,889
"['Requirements engineering', 'Stakeholder participation', 'Stakeholder motivation', 'Gamification']",890
"['e-Government', 'Stakeholder analysis', 'Legislation analysis', 'User-centered development process', 'Requirements engineering', 'Usability']",891
peer-review,892
software requirements,893
Play-testing,894
Runtime goal model,895
vision,896
Mining Software Repositories,897
threat model,898
Software Verification and Validation,899
Cyber-Physical Systems,900
Software Engineering Contracts,901
natural language text,902
visual analytical reasoning,903
emotion,904
Action Research,905
"['Goal-oriented requirements engineering', 'Goal modeling', 'Modeling', 'Model analysis', 'Model iteration', 'Interactive modeling', 'Satisfaction analysis']",906
Concurrent Software Engineering,907
Natural Language Processing,908
GAIA-X,909
Real Time Systems,910
Cyber-physical systems,911
project-specific traceability,912
Sustainable Software,913
"['Security engineering', 'Security assurance', 'Assurance cases', 'Built-in assurance']",914
LGPD,915
Domain expertise,916
nuclear energy,917
just-in-time requirements,918
"['Functional requirements prioritization', 'Minimal spanning trees (MST)', 'Numerical assignment (NA)', 'Analytic hierarchical process (AHP)']",919
operational planning,920
passive voice,921
Qualitative Evaluation,922
Most Influential Paper,923
NFRs,924
Education,925
aeronautics,926
knowledge-level,927
"['Goal model', 'Systematic mapping study', 'Goal-oriented requirements engineering', 'GORE']",928
"['Requirements engineering research', 'Research methods', 'Paper classification', 'Paper evaluation criteria']",929
synthesis,930
"design thinking, requirements engineering, agile development",931
Statechart Derivation,932
and Scenario.,933
Animation,934
requirements elicitation using scenario,935
Process Mining,936
large-scale agile,937
creativity in RE,938
"['Software requirements specification', 'Software safety', 'Software safety analysis']",939
Regulatory Compliance,940
cloud systems,941
"['Web systems', 'Functional and non-functional requirements', 'Electronic procurement']",942
Reconfiguration,943
requirements engineering conference,944
Discrete Time Markov Chains,945
Driver assistive technology,946
computation movement,947
self-adaptation,948
"['Component state transition diagrams', 'Requirements analysis', 'Automated requirements modeling', 'Neural networks', 'Sequence labeling', 'Empirical study']",949
Model Checking,950
industrial case study,951
"['Requirements engineering', 'Goal models', 'SAT/SMT/OMT']",952
SaaS,953
user story,954
Requirements visualization,955
Controlled Experiment,956
['Key words:Computer-aided software engineering – Requirements management – Requirements volatility – Software development process'],957
privacy concerns,958
Language Model,959
OTS componentes,960
"['E-collaboration systems', 'Model-based requirements elicitation', 'Multi-perspective modeling', 'User scenarios']",961
standardization,962
narratives,963
['Key words:Influence diagrams – Risk-based modelling – Software change'],964
tool evaluation,965
Requirements Verification,966
communication patterns,967
aviation,968
repertory grid,969
constraints,970
Interface Requirements Definition,971
K.4 Computers and Society O.9.1 Engineering ethics O.9.3 Moral implications,972
"Security management, security requirements identification, requirements traceability, test case generation",973
Tracing Strategies,974
"Requirements Elicitation Techniques, Interviews, Requirements Engineering Education",975
Requirements Engineering Conference,976
case studies,977
blockchain technology,978
requirement inconsistency matrix,979
requirements composition table,980
"['Privacy', 'Requirements', 'Standardization', 'Description logic', 'Formal analysis']",981
software maintenance,982
Attention,983
domain-specific language,984
Model based Diagnosis,985
digital workshop,986
users,987
"['Individual User', 'Assistive Technology', 'Personal Goal', 'User Characteristic', 'Goal Modelling']",988
['Key words:Industrial democracy – Participatory design – Systems development – Work organisation'],989
requirements patterns,990
user feedback,991
P-CNP,992
inconsistency,993
Requirements Formalisation,994
privacy principles,995
Design Thinking,996
Feature requests management systems,997
strategic planning,998
Syntax,999
Automotive Testing,1000
company's RE process,1001
Automation,1002
['Key words:Critical theory – Empowerment – Methodology – Soft systems methodology'],1003
Explainability,1004
Requirements representation,1005
Analytical Attack Graph,1006
Advanced Persistent Threat,1007
Requirements Change,1008
Web Usability,1009
"['Agile methods', 'Extreme programming', 'Heuristic', 'Pair programming', 'Requirements engineering', 'Software requirements', 'Technical writing']",1010
stakeholder discovery,1011
Empirical research method,1012
navigation,1013
Similarity/Duplicate Detection,1014
Regulation,1015
goal oriented requirements engineering,1016
['Key words:Inter-component communication – Formal methods – Requirements specification – RSML – Safety kernel – State-based specification – Static analysis'],1017
Software Documentation,1018
authoring guidelines,1019
collaboration,1020
requirements-based testing,1021
continuous deployment,1022
Inconsistency Detection,1023
quality of experience (QoE),1024
data challenges,1025
"['\ni* Modelling', 'Satisfaction argument', 'Impact analysis', 'Requirements process']",1026
Requirements engineering,1027
layered architecture,1028
requirements engineering and testing,1029
model validation,1030
Conflict Management,1031
Test Derivation,1032
Conversational RE,1033
data collection,1034
"['System Engineering', 'Requirement Engineer', 'Software Requirement']",1035
User Requirements Notation,1036
RE@21,1037
empirical evaluation,1038
"['Crosscutting concerns', 'Incremental software development', 'Requirements specifications', 'Aspect-mining']",1039
software ecosystems,1040
Diffusion models,1041
text,1042
"['Metamodeling', 'Conceptual modeling', 'Knowledge representation', 'Software engineering', 'Requirements modeling', 'Semantic networks', 'RDF', 'Cultural informatics']",1043
Linear Temporal Logic,1044
variability modelling,1045
['Key words:Case study – Requirements elicitation – Requirements extraction – Requirements prototyping – Requirements tracing – User interface prototyping'],1046
prototyping,1047
Formal,1048
Brain Injury,1049
Quality Assessment,1050
Startup Ecosystem,1051
"['Requirements engineering', 'Process assessment', 'Lightweight', 'Empirical validation']",1052
Goal-Oriented Methodologies,1053
testing,1054
"['Requirements engineering process', 'Business/IT misalignment', 'Enterprise resource planning', 'Cross-organizational coordination']",1055
data uncertainty,1056
Text Mining,1057
Query language,1058
Self-Adaptive Systems,1059
context analysis,1060
Misuse Cases,1061
Context-aware,1062
call-for-tender processes,1063
explanatory case study,1064
['Key words:Abstraction – Model checking specifications – Numeric constraints'],1065
Adaptation,1066
['Key words:Actor-Role Modelling – Deregulation – Electricity supply industry – Models – Operation – Structure'],1067
natural langage requirements,1068
definition,1069
"['Domain model', 'Domain modeling', 'Qualitative data analysis', 'Requirements engineering', 'Controlled experiment']",1070
['Key words:Entity-relationship model – Non-functional requirements – Quality attributes – Requirements elicitation – Requirements engineering – UML'],1071
software product management,1072
human factors,1073
Reviews,1074
Security Patterns,1075
Natural Language Requirements,1076
data requirements,1077
Version Control,1078
Requirements engineering for services,1079
Language Extended Lexicon,1080
Research Project 2 of Grand Challenges of Traceability,1081
Retrofit,1082
Formal Methods,1083
requirements management,1084
viewpoints,1085
requirement elicitation,1086
"iStar, textual modeling, textual template, prototype",1087
modeling,1088
evolution,1089
requirements reconciliation,1090
premature termination of RE,1091
Large-scale Requirements Engineering,1092
integer linear programming,1093
Next Release Problem,1094
exploratory study,1095
matrix-based,1096
training,1097
"['Requirements engineering', 'Public sector', 'Complex federal structures', 'Action design research']",1098
transparency,1099
speculative design,1100
"['Real-time requirements', 'Requirement capture and update', 'Real-time software architecture']",1101
Meta-Modeling,1102
Topic Modeling,1103
transformation,1104
"['Requirements abstraction model (RAM)', 'Industry trials', 'Technology transfer', 'Evaluation', 'Market driven product centered continuous requirements engineering', 'Requirements abstraction', 'Product management', 'Requirements triage']",1105
quality assurance,1106
Conflicting Requirements,1107
App Store Analytics,1108
field experiment,1109
requirements assessment,1110
software developers,1111
Guideline Rules,1112
software development,1113
Abbreviation-Expansion Pair Detection,1114
Refactoring,1115
contracting,1116
behavioral requirements,1117
unity criteria,1118
Obstacles,1119
Risk Management,1120
"['Security requirements', 'Privacy requirements', 'Legal compliance', 'Refactoring requirements']",1121
"['Unify Modelling Language', 'Noun Phrase', 'Class Diagram', 'Object Constraint Language', 'Ambiguous Word']",1122
Conceptual Model,1123
energy service,1124
film studies,1125
"['CrowdRE', 'Elicitation', 'User stories', 'Case studies', 'Pull feedback']",1126
Goal Oriented Requirements Engineering,1127
Use Cases,1128
variability models,1129
"['Architecture framework', 'Artificial intelligence', 'Data requirements', 'Requirement engineering', 'Requirements specification', 'Runtime monitoring']",1130
best practices,1131
"['System evolution', 'System change', 'Change gap', 'Change primitive', 'Gap meta-model']",1132
Heterogeneity,1133
Large scale,1134
Ambiguity in Spoken Language,1135
access control,1136
Quality requirements,1137
process based requirements engineering,1138
"['Ontology engineering', 'Smart city', 'Smart water', 'Internet of things', 'Semantic web', 'Water management']",1139
Model-Based Testing,1140
Modelbased Engineering,1141
Aspect-oriented Modeling,1142
"['Requirements selection', 'Next release planning', 'Requirements prioritization', 'MoSCoW', 'Cluster analysis']",1143
service,1144
adversarial examples,1145
"['Dynamic properties', 'Requirements models', 'Software architecture']",1146
security policies,1147
Graphical Models,1148
systems,1149
Specification Pattern Systems,1150
"['Requirements engineering', 'Chemotherapy planning', 'Paediatric oncology', 'Grounded theory', 'UML']",1151
Service,1152
standard,1153
Domain Model,1154
Services,1155
"['Domain analysis', 'Product line requirements engineering', 'Feature modelling', 'Generic use cases', 'Teleoperated systems', 'Action research']",1156
User Reviews Feedback,1157
"Graphical Models, Requirements Engineering, Modeling Tools, User Interface",1158
"['Goal-oriented requirements engineering', 'Requirements modeling', 'Model analysis']",1159
awareness,1160
REET,1161
user-centered conceptual design,1162
system modeling,1163
agile,1164
requirements comparison,1165
"['Creativity', 'Information analysis', 'Insight', 'Requirements process']",1166
risk perception,1167
Box Plot,1168
"Requirements elicitation, Natural language processing, Tool support, SVMs, Information extraction",1169
advisors,1170
Requirement Dependencies,1171
Requirement pattern,1172
Design Science,1173
Security Controls,1174
requirements reflection,1175
Natural Language,1176
robustness,1177
SuSoftPro,1178
mobile requirements,1179
certification,1180
creativity,1181
Collaborative Software Development,1182
Argumentation,1183
"['Agile requirements', 'Requirement verification', 'Software inspection', 'Software security']",1184
research conference,1185
"['Automotive', 'Requirements', 'Formalization', 'Real-time']",1186
"['Requirements engineering', 'Software evolution', 'User feedback', 'Content analysis', 'Text\nmining']",1187
Question Answering,1188
"['Research Group', 'Engineering Community', 'Technology Development', 'Software Engineer', 'Engineering Research']",1189
Requirements verification and validation,1190
"['Requirements', 'Measurement', 'Traceability', 'Analysts’ effort', 'Effort model', 'Feedback']",1191
Software Economics,1192
privilege,1193
Legal Texts,1194
demand-side response,1195
vision videos,1196
text classification,1197
Case-based Recommender,1198
transcript analysis,1199
['Key words: Data modelling – Ethnography – Information systems development – Requirements engineering – Socio-technical'],1200
requirements elicitation interview,1201
"['Requirements engineering', 'Conflicting requirements', 'Regulatory compliance', 'Software compliance engineering', 'Financial systems', 'Healthcare IT']",1202
Variability constraints,1203
['Key words:Design explanation – Design rationale – Information analysis – Requirements engineering process'],1204
App Analytics,1205
Requirements Engineering Questions,1206
Requirements Traceability,1207
requirements prioritization,1208
Goal-Oriented Requirements Analysis,1209
mistakes,1210
"['Communication problems', 'Global software development', 'Requirements engineering', 'Requirements management', 'Requirements process']",1211
Case Study,1212
mobile computing,1213
"['Building information modelling (BIM)', 'BIM adoption barriers', 'BIM governance', 'Data governance', 'Construction industry', 'Cloud computing']",1214
machine learning,1215
security requirements elicitation,1216
weak words,1217
"['Mobile app requirements', 'Mobile interaction', 'Linked Data', 'Requirements modelling', 'Semantic traceability']",1218
Deep learning,1219
Naive Bayes,1220
"['Security requirements', 'Use cases', 'Scenarios', 'Extra-functional requirements', 'Requirements elicitation', 'Requirements determination', 'Requirements specification', 'Requirements analysis']",1221
Visual languages,1222
Maintainability,1223
interaction data,1224
multi-criteria decision analysis,1225
control theory,1226
"['Software product lines', 'Domain analysis', 'Requirements engineering', 'Automotive software']",1227
software,1228
smarthome,1229
"['Causal logic', 'Causation', 'Requirements specification', 'Requirements analysis']",1230
"['Sustainability', 'Software', 'Socio-technical systems', 'Requirements engineering', 'Software engineering']",1231
software product lines,1232
"['Systematic review', 'Requirements engineering', 'Technology transfer']",1233
analytic hierarchy process,1234
requirements tracing,1235
corporate social responsibility,1236
theory,1237
Test Engineering,1238
semantics,1239
"['Secure software', 'Empirical study', 'Threat modeling', 'STRIDE', 'Anti-requirements']",1240
penetration testing,1241
super app design,1242
transport sector,1243
Visual Analytics,1244
social requirements,1245
conflict,1246
"Non-Functional Requirements, NFRs, qualities, Machine Learning, Requirements Engineering",1247
['Guest Editorial'],1248
Feedback from Participants,1249
Stories,1250
requirements change management,1251
summarization,1252
Domain Adaptation,1253
"['Market-driven product-centered continuous requirements engineering', 'Requirements abstraction', 'Product management', 'Product strategy']",1254
"['Goal modelling', 'i*', 'Visualisation', 'Visual syntax', 'Evaluation', 'Visual notation', 'Visual language']",1255
trace obligation,1256
Cash flow,1257
"['Process mining', 'Business process management', 'Business alignment', 'Workflow management', 'Delta analysis', 'Conformance testing']",1258
ISO/IEC 15504,1259
Threat Modeling,1260
Industry track,1261
Mining User Feedback,1262
case-based reasoning,1263
product variability modelling,1264
autonomous driving,1265
Goal modeling,1266
mentoring,1267
Industrial Experience,1268
['Key words:Deferred system’s design – Living information systems – Spiral of change model – Tailorable information systems'],1269
indicators,1270
Large Specifications,1271
Requirement classification,1272
software sustainability,1273
roadmap,1274
systematic literature map,1275
"['Quality attributes', 'Software architecture', 'Systems engineering']",1276
abstractions,1277
"['Requirement Engineer', 'Requirement Engineer', 'Conflict Detection', 'Nobel Peace Prize', 'Semantic Conflict']",1278
design,1279
recommender systems,1280
Requirements Dependency,1281
enrolment process,1282
"['User participation', 'Contingency theory', 'Empirieal study', 'Uncertainty', 'Requirements engineering success']",1283
exception handling,1284
['Key words: Information systems development – Information technology – Knowledge gap – Mappings – Negotiation – Operational research – Set theory – Specifications – Understanding requirements – User requirements – Venn diagrams'],1285
"['Requirements clarification patterns', 'Distributed requirements engineering', 'Communication of requirements', 'Continuous requirements engineering']",1286
KAOS,1287
Arguments,1288
"requirements, automation, cloud computing, requirements elicitation",1289
runtime verification,1290
"['Goal-oriented requirements engineering', 'SCR', 'Method integration', 'Specification transformation', 'Lightweight formal analysis']",1291
quasi-experiment,1292
applied cognitive task analysis,1293
formal specification languages,1294
"['Certification requirements', 'IEC-61508', 'Safety assessment', 'Safety cases', 'Safety process', 'Safety standards']",1295
"['Enterprise architecture', 'System architecture', 'Requirements engineering', '\ni* Framework', 'iStar', 'Dependency', 'Empirical study']",1296
"['Compliance', 'Quality', 'Requirements engineering', 'Requirements management', 'Software standards']",1297
Search-Based Software Engineering,1298
"['Requirements elicitation', 'Interview', 'Domain knowledge', 'Empirical study']",1299
Aspects,1300
multi-criteria automated requirements prioritization,1301
Data Visualization,1302
industry practices,1303
competence,1304
"['Value', 'Value modeling', 'Consumer value', 'SPL', 'Goal modeling', 'Features', 'Requirements']",1305
Pragmatic Quality,1306
continuous delivery,1307
Domain awareness,1308
domain model,1309
Modeling Automation,1310
Visual Narrator,1311
automatic classification requirements,1312
Models,1313
"User Feedback, Context Information, Twitter, User Support Conversations",1314
continuous integration,1315
ISO/SAE 21434,1316
Requirements engineering assessment,1317
NLP,1318
technical writing,1319
batch addition,1320
levels of assurance,1321
requirements clustering,1322
[],1323
molecular programs,1324
"['Requirements engineering', 'Tacit knowledge', 'Informal structured domain']",1325
['Key words:Memory systems – Parallel applications – Predicate calculus'],1326
"['Use cases', 'Acceptance tests', 'Robustness diagrams', 'Domain models']",1327
gameplay,1328
Machine learning,1329
State machine,1330
analytics,1331
software testing,1332
"['Requirements engineering', 'Modularity', 'Crosscutting concerns', 'Language Extended Lexicon']",1333
iStar 2.0,1334
Spatial Requirements,1335
Problem Frames,1336
"['Multimedia', 'Rapid prototyping', 'Requirements', 'specification']",1337
data-driven engineering,1338
Software Development Process,1339
Synchronous languages,1340
Named-entity Recognition,1341
release planning,1342
regulation modeling,1343
Software requirements and specifications,1344
Language Models (LMs),1345
Behaviour Driven Development,1346
quantitative modelling,1347
text embedding,1348
Distributed teamwork,1349
serious games,1350
Prioritization,1351
preproduction,1352
Requirement Document,1353
want,1354
Feature Dependency,1355
Brainstorming,1356
Center of Excellence for Software Traceability (CoEST),1357
commitment,1358
"['Software Product Line Engineering', 'Systematic reuse', 'Requirements specification', 'Variability analysis']",1359
Network Analysis,1360
Interviews,1361
Use Case,1362
requirements engineering for user experience including ethnography,1363
scenarios,1364
web-based solution,1365
trusted bases,1366
"['Self-adaptive systems', 'Requirements goal models', 'Goal reasoning', 'Case-based reasoning']",1367
Spanish requirements,1368
checklist,1369
Neural Machine Translation,1370
Privacy Requirements Elicitation,1371
Requirement Elicitation Interview,1372
text mining,1373
"['Large-scale system', 'Management', 'Project family', 'Process', 'Requirements', 'Requirements management', 'Reusable software', 'Reuse', 'Specifications', 'Tools']",1374
run-time requirements,1375
['Key words:Goal-based requirements engineering – Requirements specification – Use cases'],1376
product,1377
Functional and Non-Functional Requirements,1378
emerging communication,1379
Model-driven Development,1380
aim,1381
technology maturation,1382
"['International Workshop', 'Software Quality', 'Requirement Engineer', 'Sixth International Workshop']",1383
RAM,1384
Requirements validation,1385
Requirements modelling,1386
Physical,1387
multidisciplinary skills,1388
Interaction Design,1389
digital innovation,1390
soft/hard systems thinking,1391
new product design,1392
"['Information', 'Decision', 'Decision–Information', 'CSFI', 'ENDSI', 'MEANSI', 'Outcome feedback']",1393
"['Requirements engineering', 'Requirements reuse process', 'Functional requirements catalog', 'Small-sized software enterprises']",1394
formal verification,1395
regulations,1396
model merging,1397
Requirements Classification,1398
ontology,1399
Requirements Synergy,1400
NFR Challenges,1401
authoring,1402
"['Small Population', 'Personal Observation', 'Close Friend', 'Software Project', 'Requirement Engineer']",1403
Transportation Management,1404
User Feedback,1405
Semantic Analysis,1406
common ground,1407
Body of Knowledge,1408
User-Centered Design,1409
Search-based,1410
Dependency Extraction,1411
"['User story', 'Requirements', 'Agile software development', 'Machine learning']",1412
triage,1413
business process modeling notation,1414
"['Self-adaptive systems', 'Quality attributes', 'Utility functions', 'Analytic hierarchy process', 'Blackboard architecture', 'Requirements prioritization', 'Requirements negotiation', 'Non-functional requirements']",1415
requirements modeling,1416
prototypical project,1417
Scholar@UC,1418
Software Requirements Documents,1419
Requirements-Engineering,1420
Issue Tracking System,1421
"['Security requirement', 'Security requirement engineering', 'Comparison', 'Framework for security requirement engineering']",1422
"['Engineering Adventure', 'Engineering Research', 'Research Agenda', 'Requirement Engineering', 'Subjective Argument']",1423
"['CrowdRE', 'Crowdsourcing', 'Collaborative requirements elicitation', 'Stakeholder networks', 'Stakeholder analysis']",1424
['Key words:Component – Information type levels – MetaCASE environment – Metamodelling – Reuse framework'],1425
Dependencies,1426
scenario generation,1427
user experience design,1428
Formal Argumentation,1429
learning from practice,1430
multi-objective optimization,1431
Social Requirements,1432
security risk,1433
engineering science,1434
uncertainty cues,1435
Meta-model,1436
"['Model-based systems engineering', 'Requirements engineering', 'Goal oriented requirements engineering', 'SysML', 'Requirements model']",1437
quality attribute requirementss,1438
requirement inspections,1439
URN,1440
System of systems,1441
template,1442
IS development,1443
Sentire,1444
threat analysis,1445
"['Requirement engineering', 'UML use case diagram', 'Game development', 'Game requirements', 'Game use case modeling']",1446
"['Requirement engineering process', 'Model-driven development', 'MDA', 'Ontology', 'Controlled natural language']",1447
Emotional requirements,1448
['Key words:Coloured Petri nets – Intrusion detection system – Mobile agents – Requirements analysis – Software fault tree'],1449
discrete controller synthesis,1450
Requirement analysis,1451
requirements modeling language,1452
lessons learned,1453
OEM,1454
Requirement Analysis,1455
requirement monitoring,1456
right,1457
business goals,1458
large-scale requirements engineering,1459
software requirement patterns,1460
customer partnership,1461
sketch recognition,1462
"['Agents', 'Non-functional requirements', 'Quality models', 'Requirements engineering', 'Soft and hard goals', 'UML']",1463
False positives,1464
cognitive processes,1465
traceability problem,1466
Tools,1467
Requirements training,1468
industry,1469
"['Software reuse', 'UML class diagram', 'Structural similarity', 'Inter-structure', 'Intra-structure', 'UCG']",1470
symbolic modeling,1471
function and non-functional requirements,1472
Social Commitments,1473
Safety requirement,1474
binary constraints,1475
lightweight requirements modeling,1476
Requirements Specifications,1477
Modelling Bot,1478
"['Requirement Engineering', 'Requirement Engineer', 'Paper Session', 'Program Committee Member', 'Base Traceability']",1479
app store mining,1480
Self-Elicitation,1481
"['Requirements engineering', 'Requirements elicitation ', 'Interviews', 'Ambiguity', 'Natural language']",1482
collaboration with stakeholders,1483
"['Commercial application (CA) development', 'Empirical study', 'On-budget', 'On-function', 'On-time', 'Requirements discovery and management (RDM)', 'RDM maturity', 'Successful CA development', 'Survey']",1484
"['Requirement engineering', 'Partial requirements', 'Formal development', 'Retrenchment', 'Refinement', 'Telephony', 'Feature engineering', 'Feature interaction']",1485
vagueness,1486
privacy conflict,1487
Architecturally significant requirements,1488
service discovery,1489
data reusability,1490
"['Bayesian networks', 'Requirements engineering', 'Literature review']",1491
result categorization,1492
technology transfer,1493
Requirements requirements specification,1494
maintenance,1495
trace,1496
PCA,1497
Glossary Term Extraction,1498
artefact relationship,1499
['Key words: Business processes – Collaboration – Interaction – Requirements engineering – Role Activity Diagrams – Socio-technical'],1500
videos,1501
Domain engineering,1502
context awareness,1503
empirical research,1504
"['Information system design processes', 'Stakeholders modeling', 'Interest', 'Influence']",1505
Collaborative Requirements Engineering,1506
quality requirements,1507
systems functional behaviors and non-functional properties,1508
Cloud Computing,1509
['Key words:Decision practice – Requirements analysis – Risk control – Scenario development'],1510
politics,1511
Construction,1512
automotive software,1513
end user communication,1514
user interface specification,1515
requirements verification,1516
Software Architect,1517
cultural conventions,1518
concerns,1519
Precision,1520
metaphor,1521
lightweight,1522
"['Constraint Satisfaction Problem', 'Feature Dependency', 'Responsibility Assignment', 'Binary Constraint', 'Constraint Dependency']",1523
"['Privacy requirements elicitation', 'Systematic literature review', 'Methodologies', 'Techniques', 'Tools']",1524
tool,1525
"['Requirements engineering', 'Requirements specification', 'Requirements documentation', 'Natural language requirements', 'Requirements management tools', 'Empirical studies', 'Interviews']",1526
Functional Requirements Taxonomy,1527
IaaS,1528
requirements monitoring,1529
Design Methodology,1530
"argumentation, requirements, user forum, natural language processing, machine learning",1531
Smart Contract,1532
practice,1533
Financial product suite,1534
"['Change management', 'Event-based traceability', 'Impact analysis', 'NFR', 'Performance', 'Traceability']",1535
experiment,1536
goal modelling,1537
transparency requirements,1538
Re Planning,1539
opensource RE,1540
Digital transformation,1541
adaptation plan,1542
incorrectness,1543
online user reviews,1544
"['User requirements', 'Stakeholder requirements', 'System requirements', 'Duplicate detection', 'Redundancy']",1545
Use Case Points,1546
complex systems,1547
"['Privacy policy', 'Privacy requirement', 'Domain-specific language', 'RSL-IL4Privacy', 'Eddy']",1548
Deep Learning,1549
co simulation,1550
goal,1551
Maturity Model,1552
essential interaction pattern,1553
context modeling,1554
"['Requirements', 'Visualization', 'Modeling', 'Off-nominal behaviors']",1555
Attack Path,1556
search-based software engineering,1557
smart home,1558
Formal Requirements,1559
natural language,1560
Speech Recognition,1561
requirement,1562
curriculum,1563
evidence-based requirements engineering,1564
Systematic Mapping,1565
diagram layout,1566
Graphical models,1567
visual differencing,1568
Bi-LSTM,1569
requirements modeling and analysis,1570
"['Software engineering', 'Energy consumption model', 'Green software', 'Green requirements', 'Software development ', 'Green software engineering', 'Random decision forests', 'Multiple regression model']",1571
Healthcare IT,1572
Argument schemes,1573
"['Electronic banking', 'Customers’ satisfaction', 'Electronic services quality', 'Delphi technique', 'Website services']",1574
RE process,1575
Agile Teams,1576
"['Requirement Engineering', 'Functional Requirement', 'Abstraction Level', 'Activity Diagram', 'High Abstraction Level']",1577
"['Treatment Level', 'Unify Modeling Language', 'Model Schema', 'Semantic Network', 'Successive Task']",1578
Velocity Prediction,1579
"User Feedback, Feedback Analysis, App Reviews, Gender Bias, Algorithm Bias, Software Evolution, Requirements Elicitation",1580
feature requests,1581
quantitative study,1582
Natural Language Process,1583
user observation,1584
['Key words: Changing work – Company structure – Socio-technical – Systems design'],1585
Software Requirement,1586
Empirical Methods,1587
Software Feature,1588
SEAM,1589
regulation,1590
food traceability,1591
"['Use case', 'Task description', 'Software requirements', 'Agile requirements', 'Verification', 'COTS', 'Interaction design', 'Diffusion of innovation']",1592
Structured Argumentation,1593
"['Philosophy', 'Positivism', 'Scientism', 'Realism', 'Ethnography', 'Ethics']",1594
classification,1595
Process Improvement,1596
CSRML,1597
visualization,1598
"['Requirements elicitation', 'Requirements specification', 'Requirements validation', 'Scenarios', 'Test cases', 'User’s manual']",1599
Redundant Tests,1600
Social Requirements Engineering,1601
Conceptual Schema Testing,1602
maturity matrix,1603
eye-tracking,1604
requirements development,1605
COTS,1606
"['ISO/IEC/IEEE 15939:2017', 'Requirements elicitation process', 'Measurement program', 'Measures', 'Small-sized software organization']",1607
system dependability,1608
