PID,Title,MID,Major_Name,RelationshipType
271,Non-Functional Requirements for Machine Learning: Challenges and New Directions,1,Requirements Engineering,CategorizedAs
272,Towards Effective Assessment for Social Engineering Attacks,1,Requirements Engineering,CategorizedAs
273,New RE Dimensions for Digital Ecosystems - Initial Results from an Expert Interview Study,1,Requirements Engineering,CategorizedAs
274,Towards Integrating Human Values into Software: Mapping Principles and Rights of GDPR to Values,1,Requirements Engineering,CategorizedAs
275,Environment-Centric Safety Requirements for Autonomous Unmanned Systems,1,Requirements Engineering,CategorizedAs
276,Data-Driven Elicitation and Optimization of Dependencies between Requirements,1,Requirements Engineering,CategorizedAs
277,Consent Verification Under Evolving Privacy Policies,1,Requirements Engineering,CategorizedAs
278,Requirement Mining in Software Product Forums,1,Requirements Engineering,CategorizedAs
279,Behaviour-Driven Requirements Engineering for Agile Product Line Engineering,1,Requirements Engineering,CategorizedAs
280,Mining Requirements Arguments from user Forums,1,Requirements Engineering,CategorizedAs
281,Towards Human Values Traceability in Software: A Goal Modeling Approach,1,Requirements Engineering,CategorizedAs
282,Designing a Conversational Requirements Elicitation System for End-Users,1,Requirements Engineering,CategorizedAs
283,An Approach to Design Trust-Aware Goal Model and Provenance Model for Intelligent Adaptive Systems,1,Requirements Engineering,CategorizedAs
284,"An Agile Method of Representing, Organizing, and (Re) Prioritizing Requirements in a Large Enterprise",1,Requirements Engineering,CategorizedAs
285,Mitigating Challenges in the Elicitation and Analysis of Transparency Requirements,1,Requirements Engineering,CategorizedAs
286,Handling Socio-Technical Barriers Involved in Crowd-Based Requirements Elicitation,1,Requirements Engineering,CategorizedAs
287,Requirements Intelligence with OpenReq Analytics,1,Requirements Engineering,CategorizedAs
288,RM2PT: Requirements Validation through Automatic Prototyping,1,Requirements Engineering,CategorizedAs
289,CARGo: A Prototype for Contextual Annotation and Reconciliation of Goal Models,1,Requirements Engineering,CategorizedAs
290,T-Star: A Text-Based iStar Modeling Tool,1,Requirements Engineering,CategorizedAs
291,OpenReq Issue Link Map: A Tool to Visualize Issue Links in Jira,1,Requirements Engineering,CategorizedAs
292,Software Reuse and Reusability Based on Requirements: Feature Modelling vs. Case-Based Reasoning,1,Requirements Engineering,CategorizedAs
293,RE4CPS: Requirements Engineering for Cyber-Physical Systems,1,Requirements Engineering,CategorizedAs
294,Using Metamodeling for Requirements Engineering: A Best-Practice with ADOxx,1,Requirements Engineering,CategorizedAs
295,Security Requirements Engineering: From TARA to PenTest,1,Requirements Engineering,CategorizedAs
296,Usable and Secure Requirements Engineering with CAIRIS,1,Requirements Engineering,CategorizedAs
297,Requirements Engineering Challenges in the First 1000 Days of a Venture Capital-Backed US Startup,1,Requirements Engineering,CategorizedAs
298,Strategies for Data and Computation Movements in Fog Computing,1,Requirements Engineering,CategorizedAs
299,Specifying Requirements through Interaction Design,1,Requirements Engineering,CategorizedAs
300,Towards an Ontology of Requirements Engineering Approaches,1,Requirements Engineering,CategorizedAs
301,Disruptive Change in Requirements Engineering Research,1,Requirements Engineering,CategorizedAs
302,Requirements Engineering in the Age of Societal-Scale Cyber-Physical Systems: The Case of Automated Driving,1,Requirements Engineering,CategorizedAs
303,The Next Release Problem Revisited: A New Avenue for Goal Models,1,Requirements Engineering,CategorizedAs
304,The Manager Perspective on Requirements Impact on Automotive Systems Development Speed,1,Requirements Engineering,CategorizedAs
305,A Qualitative Study on using GuideGen to Keep Requirements and Acceptance Tests Aligned,1,Requirements Engineering,CategorizedAs
306,Enhancing Automated Requirements Traceability by Resolving Polysemy,1,Requirements Engineering,CategorizedAs
307,Vetting Automatically Generated Trace Links: What Information is Useful to Human Analysts?,1,Requirements Engineering,CategorizedAs
308,Modeling User Concerns in the App Store: A Case Study on the Rise and Fall of Yik Yak,1,Requirements Engineering,CategorizedAs
309,Customer Rating Reactions Can Be Predicted Purely using App Features,1,Requirements Engineering,CategorizedAs
310,Catalog of Invisibility Requirements for UbiComp and IoT Applications,1,Requirements Engineering,CategorizedAs
311,RE and Society - A Perspective on RE in Times of Smart Cities and Smart Rural Areas,1,Requirements Engineering,CategorizedAs
312,On Systems of Systems Engineering: A Requirements Engineering Perspective and Research Agenda,1,Requirements Engineering,CategorizedAs
313,Automated Extraction of Semantic Legal Metadata using Natural Language Processing,1,Requirements Engineering,CategorizedAs
314,The Grace Period Has Ended: An Approach to Operationalize GDPR Requirements,1,Requirements Engineering,CategorizedAs
315,Mining Android App Descriptions for Permission Requirements Recommendation,1,Requirements Engineering,CategorizedAs
316,Semantic Incompleteness in Privacy Policy Goals,1,Requirements Engineering,CategorizedAs
317,App Review Analysis Via Active Learning: Reducing Supervision Effort without Compromising Classification Accuracy,1,Requirements Engineering,CategorizedAs
318,Learning from Mistakes: An Empirical Study of Elicitation Interviews Performed by Novices,1,Requirements Engineering,CategorizedAs
319,Efficiency and Effectiveness of Requirements Elicitation Techniques for Children,1,Requirements Engineering,CategorizedAs
320,Towards Ubiquitous RE: A Perspective on Requirements Engineering in the Era of Digital Transformation,1,Requirements Engineering,CategorizedAs
321,FAME: Supporting Continuous Requirements Elicitation by Combining User Feedback and Monitoring,1,Requirements Engineering,CategorizedAs
322,On the Impact of Semantic Transparency on Understanding and Reviewing Social Goal Models,1,Requirements Engineering,CategorizedAs
323,An Experimental Comparison of Two Navigation Techniques for Requirements Modeling Tools,1,Requirements Engineering,CategorizedAs
324,Morse: Reducing the Feature Interaction Explosion Problem using Subject Matter Knowledge as Abstract Requirements,1,Requirements Engineering,CategorizedAs
325,"Discovering, Analyzing, and Managing Safety Stories in Agile Projects",1,Requirements Engineering,CategorizedAs
326,Understanding Challenging Situations in Agile Quality Requirements Engineering and Their Solution strategies: Insights from a Case Study,1,Requirements Engineering,CategorizedAs
327,Towards Development of Complete and Conflict-Free Requirements,1,Requirements Engineering,CategorizedAs
328,Industrial Requirements Classification for Redundancy and Inconsistency Detection in SEMIOS,1,Requirements Engineering,CategorizedAs
329,Tailoring Requirements Negotiation to Sustainability,1,Requirements Engineering,CategorizedAs
330,Requirements Engineering for Consensus-Oriented Technical Specifications,1,Requirements Engineering,CategorizedAs
331,Supporting Diagnosis of Requirements Violations in Systems of Systems,1,Requirements Engineering,CategorizedAs
332,Integrating Requirements Specification and Model-Based Testing in Agile Development,1,Requirements Engineering,CategorizedAs
333,Focusing Requirements Elicitation by Using a UX Measurement Method,1,Requirements Engineering,CategorizedAs
334,Assessment of Safety Processes in Requirements Engineering,1,Requirements Engineering,CategorizedAs
335,CaRE: A Refinement Calculus for Requirements Engineering Based on Argumentation Semantics,1,Requirements Engineering,CategorizedAs
336,Crowd-Focused Semi-Automated Requirements Engineering for Evolution Towards Sustainability,1,Requirements Engineering,CategorizedAs
337,Reflection on Evolutionary Decision Making with Goal Modeling Via Empirical Studies,1,Requirements Engineering,CategorizedAs
338,Software Transparency as a Key Requirement for Self-Driving Cars,1,Requirements Engineering,CategorizedAs
339,Speculative Requirements: Design Fiction and RE,1,Requirements Engineering,CategorizedAs
340,The Ability of Engineers to Extract Requirements from Models,1,Requirements Engineering,CategorizedAs
341,The Use of Design Thinking for Requirements Engineering: An Ongoing Case Study in the Field of Innovative Software-Intensive Systems,1,Requirements Engineering,CategorizedAs
342,Towards Utility-Based Prioritization of Requirements in Open Source Environments,1,Requirements Engineering,CategorizedAs
343,Automatic Glossary Term Extraction from Large-Scale Requirements Specifications,1,Requirements Engineering,CategorizedAs
344,Requirement Engineering of Software Product Lines: Extracting Variability Using NLP,1,Requirements Engineering,CategorizedAs
345,The REquirements TRacing On Target (RETRO).NET Dataset,1,Requirements Engineering,CategorizedAs
346,Towards a Corpus of Requirements Documents Enriched with Semantic Frame Annotations,1,Requirements Engineering,CategorizedAs
347,Utilizing Product Usage Data for Requirements Evaluation,1,Requirements Engineering,CategorizedAs
348,RE Cares’18: First RE Cares Workshop and Event - RE Cares About Giving Back to Alberta,1,Requirements Engineering,CategorizedAs
349,Data Driven Requirements Engineering: Implications for the Community,1,Requirements Engineering,CategorizedAs
350,Modeling Adaptive Socio-Cyber-Physical Systems with Goals and SysML,1,Requirements Engineering,CategorizedAs
351,An Ontology Based Collaborative Recommender System for Security Requirements Elicitation,1,Requirements Engineering,CategorizedAs
352,Assessing Security Risk and Requirements for Systems of Systems,1,Requirements Engineering,CategorizedAs
353,Automated Validation of Requirement Reviews: A Machine Learning Approach,1,Requirements Engineering,CategorizedAs
354,Cross-Functional Teams That Grok It: The Collective Empathic Understanding of Product Requirements,1,Requirements Engineering,CategorizedAs
355,Decision Support for Smart Ecosystem Evolution,1,Requirements Engineering,CategorizedAs
356,Towards a Security Requirements Management Framework for Open-Source Software,1,Requirements Engineering,CategorizedAs
357,Towards Goal-Oriented Process Mining,1,Requirements Engineering,CategorizedAs
358,BloomingLeaf: A Formal Tool for Requirements Evolution Over Time,1,Requirements Engineering,CategorizedAs
359,Dynamic Visual Analytics for Elicitation Meetings with ELICA,1,Requirements Engineering,CategorizedAs
360,FlexiView Experimental Tool: Fair and Detailed Usability Tests for Requirements Modeling Tools,1,Requirements Engineering,CategorizedAs
361,Multi-user Input in Determining Answer Sets (MIDAS),1,Requirements Engineering,CategorizedAs
362,piStar Tool – A Pluggable Online Tool for Goal Modeling,1,Requirements Engineering,CategorizedAs
363,SuSoftPro: Sustainability Profiling for Software,1,Requirements Engineering,CategorizedAs
364,T-Reqs: Tool Support for Managing Requirements in Large-Scale Agile System Development,1,Requirements Engineering,CategorizedAs
365,DT4RE: Design Thinking for Requirements Engineering: A Tutorial on Human-Centered and Structured Requirements Elicitation,1,Requirements Engineering,CategorizedAs
366,Agile Requirements Engineering with User Stories,1,Requirements Engineering,CategorizedAs
367,Reconciling Requirements and Continuous Integration in an Agile Context,1,Requirements Engineering,CategorizedAs
368,"Software Reuse and Reusability Based on Requirements: Product Lines, Cases and Feature-Similarity Models",1,Requirements Engineering,CategorizedAs
369,Writing Requirements for Molecular Programs,1,Requirements Engineering,CategorizedAs
370,Mining Twitter Feeds for Software User Requirements,1,Requirements Engineering,CategorizedAs
371,A Little Bird Told Me: Mining Tweets for Requirements and Software Evolution,1,Requirements Engineering,CategorizedAs
372,SAFE: A Simple Approach for Feature Extraction from App Descriptions and App Reviews,1,Requirements Engineering,CategorizedAs
373,Canary: Extracting Requirements-Related Information from Online Discussions,1,Requirements Engineering,CategorizedAs
374,A Framework for Improving the Verifiability of Visual Notation Design Grounded in the Physics of Notations,1,Requirements Engineering,CategorizedAs
375,Using Argumentation to Explain Ambiguity in Requirements Elicitation Interviews,1,Requirements Engineering,CategorizedAs
376,Mining User Rationale from Software Reviews,1,Requirements Engineering,CategorizedAs
377,Feedback Gathering from an Industrial Point of View,1,Requirements Engineering,CategorizedAs
378,Users — The Hidden Software Product Quality Experts?: A Study on How App Users Report Quality Aspects in Online Reviews,1,Requirements Engineering,CategorizedAs
379,What Requirements Knowledge Do Developers Need to Manage Change in Safety-Critical Systems?,1,Requirements Engineering,CategorizedAs
380,What Questions do Requirements Engineers Ask?,1,Requirements Engineering,CategorizedAs
381,"Datasets from Fifteen Years of Automated Requirements Traceability Research: Current State, Characteristics, and Quality",1,Requirements Engineering,CategorizedAs
382,The Trouble with Security Requirements,1,Requirements Engineering,CategorizedAs
383,Safety-Focused Security Requirements Elicitation for Medical Device Software,1,Requirements Engineering,CategorizedAs
384,Reinforcing Security Requirements with Multifactor Quality Measurement,1,Requirements Engineering,CategorizedAs
385,“SHORT”er Reasoning About Larger Requirements Models,1,Requirements Engineering,CategorizedAs
386,Modeling and Reasoning with Changing Intentions: An Experiment,1,Requirements Engineering,CategorizedAs
387,Does Goal-Oriented Requirements Engineering Achieve Its Goal?,1,Requirements Engineering,CategorizedAs
388,New Frontiers for Requirements Engineering,1,Requirements Engineering,CategorizedAs
389,How Much Undocumented Knowledge is there in Agile Software Development?: Case Study on Industrial Project Using Issue Tracking System and Version Control System,1,Requirements Engineering,CategorizedAs
390,Software Requirements Analyst Profile: A Descriptive Study of Brazil and Mexico,1,Requirements Engineering,CategorizedAs
391,Improving the Identification of Hedonic Quality in User Requirements — A Controlled Experiment,1,Requirements Engineering,CategorizedAs
392,Usability Insights for Requirements Engineering Tools: A User Study with Practitioners in Aeronautics,1,Requirements Engineering,CategorizedAs
393,Detecting Vague Words & Phrases in Requirements Documents in a Multilingual Environment,1,Requirements Engineering,CategorizedAs
394,A Case Study on Evaluating the Relevance of Some Rules for Writing Requirements Through an Online Survey,1,Requirements Engineering,CategorizedAs
395,A Case Study on a Specification Approach Using Activity Diagrams in Requirements Documents,1,Requirements Engineering,CategorizedAs
396,A Formalization Method to Process Structured Natural Language to Logic Expressions to Detect Redundant Specification and Test Statements,1,Requirements Engineering,CategorizedAs
397,Do Words Make a Difference? An Empirical Study on the Impact of Taxonomies on the Classification of Requirements,1,Requirements Engineering,CategorizedAs
398,Requirements Capture and Analysis in ASSERT(TM),1,Requirements Engineering,CategorizedAs
399,Mining Associations Between Quality Concerns and Functional Requirements,1,Requirements Engineering,CategorizedAs
400,Legal Markup Generation in the Large: An Experience Report,1,Requirements Engineering,CategorizedAs
401,An Evaluation of Constituency-Based Hyponymy Extraction from Privacy Policies,1,Requirements Engineering,CategorizedAs
402,Gamifying Collaborative Prioritization: Does Pointsification Work?,1,Requirements Engineering,CategorizedAs
403,Behind Points and Levels — The Influence of Gamification Algorithms on Requirements Prioritization,1,Requirements Engineering,CategorizedAs
404,Task Interruptions in Requirements Engineering: Reality Versus Perceptions!,1,Requirements Engineering,CategorizedAs
405,Requirements Engineering Challenges in Large-Scale Agile System Development,1,Requirements Engineering,CategorizedAs
406,What do Support Analysts Know About Their Customers? On the Study and Prediction of Support Ticket Escalations in Large Software Organizations,1,Requirements Engineering,CategorizedAs
407,Piggybacking on an Autonomous Hauler: Business Models Enabling a System-of-Systems Approach to Mapping an Underground Mine,1,Requirements Engineering,CategorizedAs
408,How do Practitioners Perceive the Relevance of Requirements Engineering Research? An Ongoing Study,1,Requirements Engineering,CategorizedAs
409,Optimized Functionality for Super Mobile Apps,1,Requirements Engineering,CategorizedAs
410,A Data Purpose Case Study of Privacy Policies,1,Requirements Engineering,CategorizedAs
411,Interview Review: Detecting Latent Ambiguities to Improve the Requirements Elicitation Process,1,Requirements Engineering,CategorizedAs
412,Pushing Boundaries of RE: Requirement Elicitation for Non-human Users,1,Requirements Engineering,CategorizedAs
413,Crowd Sourcing the Creation of Personae Non Gratae for Requirements-Phase Threat Modeling,1,Requirements Engineering,CategorizedAs
414,A Gamified Tutorial for Learning About Security Requirements Engineering,1,Requirements Engineering,CategorizedAs
415,Exploiting User Feedback in Tool-Supported Multi-criteria Requirements Prioritization,1,Requirements Engineering,CategorizedAs
416,Juggling Preferences in a World of Uncertainty,1,Requirements Engineering,CategorizedAs
417,Identifying Conflicting Requirements in Systems of Systems,1,Requirements Engineering,CategorizedAs
418,A Visual Narrative Path from Switching to Resuming a Requirements Engineering Task,1,Requirements Engineering,CategorizedAs
419,UCAnalyzer: A Tool to Analyze Use Case Textual Descriptions,1,Requirements Engineering,CategorizedAs
420,Let’s Hear it from RETTA: A Requirements Elicitation Tool for TrAffic Management Systems,1,Requirements Engineering,CategorizedAs
421,ECrits — Visualizing Support Ticket Escalation Risk,1,Requirements Engineering,CategorizedAs
422,Deploying a Template and Pattern Library for Improved Reuse of Requirements Across Projects,1,Requirements Engineering,CategorizedAs
423,ARRoW: Tool Support for Automatic Runtime Reappraisal of Weights,1,Requirements Engineering,CategorizedAs
424,Choosing Requirements for Experimentation with User Interfaces of Requirements Modeling Tools,1,Requirements Engineering,CategorizedAs
425,CoSTest: A Tool for Validation of Requirements at Model Level,1,Requirements Engineering,CategorizedAs
426,DMGame: A Gamified Collaborative Requirements Prioritisation Tool,1,Requirements Engineering,CategorizedAs
427,Canary: An Interactive and Query-Based Approach to Extract Requirements from Online Forums,1,Requirements Engineering,CategorizedAs
428,A Demonstration of Respecify: A Requirements Authoring Tool Harnessing CNL,1,Requirements Engineering,CategorizedAs
429,The Right-Hand Side Problem: Research Topics in RE,1,Requirements Engineering,CategorizedAs
430,Requirements Elicitation: A Look at the Future Through the Lenses of the Past,1,Requirements Engineering,CategorizedAs
431,The Vision: Requirements Engineering in Society,1,Requirements Engineering,CategorizedAs
432,Requirements Engineering Since the Year One Thousand,1,Requirements Engineering,CategorizedAs
433,"RE at 50, with a Focus on the Last 25 Years",1,Requirements Engineering,CategorizedAs
434,RE Data Challenge: Requirements Identification with Word2Vec and TensorFlow,1,Requirements Engineering,CategorizedAs
435,Automatically Classifying Functional and Non-functional Requirements Using Supervised Machine Learning,1,Requirements Engineering,CategorizedAs
436,What Works Better? A Study of Classifying Requirements,1,Requirements Engineering,CategorizedAs
437,PURE: A Dataset of Public Requirements Documents,1,Requirements Engineering,CategorizedAs
438,A Domain-Independent Model for Identifying Security Requirements,1,Requirements Engineering,CategorizedAs
439,Toward Automating Crowd RE,1,Requirements Engineering,CategorizedAs
440,The IlmSeven Dataset,1,Requirements Engineering,CategorizedAs
441,Towards a Bayesian Decision Model for Release Planning in Incremental Development,1,Requirements Engineering,CategorizedAs
442,An Approach to Support the Specification of Agile Artifacts in the Development of Safety-Critical Systems,1,Requirements Engineering,CategorizedAs
443,Reusable Goal Models,1,Requirements Engineering,CategorizedAs
444,Towards an Adaptive Framework for Goal-Oriented Strategic Decision-Making,1,Requirements Engineering,CategorizedAs
445,Dealing with Conflicts Between Non-functional Requirements of UbiComp and IoT Applications,1,Requirements Engineering,CategorizedAs
446,Awareness Driven Software Reengineering,1,Requirements Engineering,CategorizedAs
447,Verifying Cyber-Physical System Behavior in the Context of Cyber-Physical System-Networks,1,Requirements Engineering,CategorizedAs
448,Improving the Elicitation of Delightful Context-Aware Features: A Data-Based Approach,1,Requirements Engineering,CategorizedAs
449,RE in the Age of Continuous Deployment,1,Requirements Engineering,CategorizedAs
450,"Panel: Context-Dependent Evaluation of Tools for NL RE Tasks: Recall vs. Precision, and Beyond",1,Requirements Engineering,CategorizedAs
451,"Delivering Customer Value in the Age of Autonomous, Continuously Evolving Systems",1,Requirements Engineering,CategorizedAs
452,Requirements for Molecular Programmed Nanosystems (Keynote),1,Requirements Engineering,CategorizedAs
453,Urban Computing: Tackling Urban Challenges Using Big Data,1,Requirements Engineering,CategorizedAs
454,Requirements Engineering for the Digital Transformation: Industry Panel,1,Requirements Engineering,CategorizedAs
455,Requirements Engineering Visualization: A Systematic Literature Review,1,Requirements Engineering,CategorizedAs
456,A Serious Game for Eliciting Social Engineering Security Requirements,1,Requirements Engineering,CategorizedAs
457,A Theory of Vagueness and Privacy Risk Perception,1,Requirements Engineering,CategorizedAs
458,Stimulating Stakeholders' Imagination: New Creativity Triggers for Eliciting Novel Requirements,1,Requirements Engineering,CategorizedAs
459,Challenging Incompleteness of Performance Requirements by Sentence Patterns,1,Requirements Engineering,CategorizedAs
460,Ambiguity Cues in Requirements Elicitation Interviews,1,Requirements Engineering,CategorizedAs
461,Trace++: A Traceability Approach to Support Transitioning to Agile Software Engineering,1,Requirements Engineering,CategorizedAs
462,An Exploratory Study on User Interaction Challenges When Handling Interconnected Requirements Artifacts of Various Sizes,1,Requirements Engineering,CategorizedAs
463,Looking into the Crystal Ball: Requirements Evolution over Time,1,Requirements Engineering,CategorizedAs
464,A Needle in a Haystack: What Do Twitter Users Say about Software?,1,Requirements Engineering,CategorizedAs
465,Goal-Oriented Requirements Engineering: A Systematic Literature Map,1,Requirements Engineering,CategorizedAs
466,An Exploratory Study on Handling Requirements and Acceptance Test Documentation in Industry,1,Requirements Engineering,CategorizedAs
467,Managing Requirements Change the Informal Way: When Saying ‘No’ is Not an Option,1,Requirements Engineering,CategorizedAs
468,NANE: Identifying Misuse Cases Using Temporal Norm Enactments,1,Requirements Engineering,CategorizedAs
469,Supporting Requirements Elicitation by Tool-Supported Video Analysis,1,Requirements Engineering,CategorizedAs
470,Mining Requirements Knowledge from Collections of Domain Documents,1,Requirements Engineering,CategorizedAs
471,Software Feature Request Detection in Issue Tracking Systems,1,Requirements Engineering,CategorizedAs
472,Acquiring Creative Requirements from the Crowd: Understanding the Influences of Personality and Creative Potential in Crowd RE,1,Requirements Engineering,CategorizedAs
473,Advancing Repeated Research in Requirements Engineering: A Theoretical Replication of Viewpoint Merging,1,Requirements Engineering,CategorizedAs
474,Automated Extraction of Conceptual Models from User Stories via NLP,1,Requirements Engineering,CategorizedAs
475,What is the Impact of Bad Layout in the Understandability of Social Goal Models?,1,Requirements Engineering,CategorizedAs
476,Collaborative Traceability Management: Challenges and Opportunities,1,Requirements Engineering,CategorizedAs
477,Requirements Engineering for Retrofittable Subsea Equipment,1,Requirements Engineering,CategorizedAs
478,TraceBoK: Toward a Software Requirements Traceability Body of Knowledge,1,Requirements Engineering,CategorizedAs
479,ResDevOps: A Software Engineering Framework for Achieving Long-Lasting Complex Systems,1,Requirements Engineering,CategorizedAs
480,Privacy Requirements: Findings and Lessons Learned in Developing a Privacy Platform,1,Requirements Engineering,CategorizedAs
481,Requirements Engineering for Health Data Analytics: Challenges and Possible Directions,1,Requirements Engineering,CategorizedAs
482,Listens Learned (8 Lessons Learned Applying EARS),1,Requirements Engineering,CategorizedAs
483,Requirements Elicitation and Derivation of Security Policy Templates—An Industrial Case Study,1,Requirements Engineering,CategorizedAs
484,Experiences in the Development and Usage of a Privacy Requirements Framework,1,Requirements Engineering,CategorizedAs
485,Model-Based Simulation of Legal Requirements: Experience from Tax Policy Simulation,1,Requirements Engineering,CategorizedAs
486,A Two-Stage Inspection Method for Automotive Software Systems and Its Practical Applications,1,Requirements Engineering,CategorizedAs
487,RAMP: Requirements Authors Mentoring Program,1,Requirements Engineering,CategorizedAs
488,Towards Improved Requirements Engineering with SysML and the User Requirements Notation,1,Requirements Engineering,CategorizedAs
489,Requirements Engineering as Innovation Journalism: A Research Preview,1,Requirements Engineering,CategorizedAs
490,AnalyticGraph.com: Toward Next Generation Requirements Modeling and Reasoning Tools,1,Requirements Engineering,CategorizedAs
491,Continuous Requirements Engineering Using Model Federation,1,Requirements Engineering,CategorizedAs
492,Towards a Marketplace of Visual Elements for Notation Design,1,Requirements Engineering,CategorizedAs
493,Complete Traceability for Requirements in Satisfaction Arguments,1,Requirements Engineering,CategorizedAs
494,Acceptance Requirements and Their Gamification Solutions,1,Requirements Engineering,CategorizedAs
495,Empowering Requirements Elicitation Interviews with Vocal and Biofeedback Analysis,1,Requirements Engineering,CategorizedAs
496,Is It a New Feature or Simply “Don't Know Yet”?: On Automated Redundant OSS Feature Requests Identification,1,Requirements Engineering,CategorizedAs
497,Beyond Awareness Requirements,1,Requirements Engineering,CategorizedAs
498,Towards Modelling and Analysis of Spatial and Temporal Requirements,1,Requirements Engineering,CategorizedAs
499,Application of Artifact-Based RE in Fortified Cards,1,Requirements Engineering,CategorizedAs
500,i*ToNuSMV: A Prototype for Enabling Model Checking of i* Models,1,Requirements Engineering,CategorizedAs
501,Generating Testing Codes for Behavior-Driven Development from Problem Diagrams: A Tool-Based Approach,1,Requirements Engineering,CategorizedAs
502,SCCMT: A Stigmergy-Based Collaborative Conceptual Modeling Tool,1,Requirements Engineering,CategorizedAs
503,A Modular Requirements Engineering Framework for Web-Based Toolchain Integration,1,Requirements Engineering,CategorizedAs
504,Capra: A Configurable and Extendable Traceability Management Tool,1,Requirements Engineering,CategorizedAs
505,Mobility Requirements Engineering Tool (MoRE),1,Requirements Engineering,CategorizedAs
506,RE-PREF: Support for REassessment of PREFerences of Non-functional Requirements for Better Decision-Making in Self-Adaptive Systems,1,Requirements Engineering,CategorizedAs
507,Towards a Regulator-Oriented Regulatory Intelligence Framework,1,Requirements Engineering,CategorizedAs
508,Towards an Approach to Stimulate Architectural Thinking during Requirements Engineering Phase,1,Requirements Engineering,CategorizedAs
509,Quality-Impact Assessment of Software Systems,1,Requirements Engineering,CategorizedAs
510,Evaluation of Requirements Models,1,Requirements Engineering,CategorizedAs
511,Exact Analysis for Next Release Problem,1,Requirements Engineering,CategorizedAs
512,Definition of a Behavior-Driven Model for Requirements Specification and Testing of Interactive Systems,1,Requirements Engineering,CategorizedAs
513,Requirements Traceability Technologies Selection for Industry,1,Requirements Engineering,CategorizedAs
514,The Generation and Evolution of Adaptation Rules in Requirements Driven Self-Adaptive Systems,1,Requirements Engineering,CategorizedAs
515,You versus users - who owns your roadmap? (keynote),1,Requirements Engineering,CategorizedAs
516,Can you intentionally design a product that is Cool? (keynote),1,Requirements Engineering,CategorizedAs
517,"Requirements, behaviours, and software engineering (keynote)",1,Requirements Engineering,CategorizedAs
518,Change impact analysis for Natural Language requirements: An NLP approach,1,Requirements Engineering,CategorizedAs
519,Requirements engineering: The quest for the dependent variable,1,Requirements Engineering,CategorizedAs
520,Ambiguity as a resource to disclose tacit knowledge,1,Requirements Engineering,CategorizedAs
521,An information theoretic approach for extracting and tracing non-functional requirements,1,Requirements Engineering,CategorizedAs
522,From requirements elicitation to variability analysis using repertory grid: A cognitive approach,1,Requirements Engineering,CategorizedAs
523,Goal and Preference Identification through natural language,1,Requirements Engineering,CategorizedAs
524,Selecting creativity techniques for creative requirements: An evaluation of four techniques using creativity workshops,1,Requirements Engineering,CategorizedAs
525,"Feature lifecycles as they spread, migrate, remain, and die in App Stores",1,Requirements Engineering,CategorizedAs
526,What you ask is what you get: Understanding architecturally significant functional requirements,1,Requirements Engineering,CategorizedAs
527,A requirements monitoring model for systems of systems,1,Requirements Engineering,CategorizedAs
528,Handling knowledge uncertainty in risk-based requirements engineering,1,Requirements Engineering,CategorizedAs
529,"Bug report, feature request, or simply praise? On automatically classifying app reviews",1,Requirements Engineering,CategorizedAs
530,Forging high-quality User Stories: Towards a discipline for Agile Requirements,1,Requirements Engineering,CategorizedAs
531,Exposing the susceptibility of off-nominal behaviors in reactive system requirements,1,Requirements Engineering,CategorizedAs
532,Assessment of risk perception in security requirements composition,1,Requirements Engineering,CategorizedAs
533,Resolving goal conflicts via argumentation-based analysis of competing hypotheses,1,Requirements Engineering,CategorizedAs
534,Detecting repurposing and over-collection in multi-party privacy requirements specifications,1,Requirements Engineering,CategorizedAs
535,A quality model for the systematic assessment of requirements traceability,1,Requirements Engineering,CategorizedAs
536,Sketching and notation creation with FlexiSketch Team: Evaluating a new means for collaborative requirements elicitation,1,Requirements Engineering,CategorizedAs
537,Inherent characteristics of traceability artifacts less is more,1,Requirements Engineering,CategorizedAs
538,Trace links explained: An automated approach for generating rationales,1,Requirements Engineering,CategorizedAs
539,Handling non-functional requirements in Model-Driven Development: An ongoing industrial survey,1,Requirements Engineering,CategorizedAs
540,Scalable modeling and analysis of requirements preferences: A qualitative approach using CI-Nets,1,Requirements Engineering,CategorizedAs
541,Rationalization of goal models in GRL using formal argumentation,1,Requirements Engineering,CategorizedAs
542,Cognitive factors in inconsistency management,1,Requirements Engineering,CategorizedAs
543,Using real options to manage Technical Debt in Requirements Engineering,1,Requirements Engineering,CategorizedAs
544,QuantUn: Quantification of uncertainty for the reassessment of requirements,1,Requirements Engineering,CategorizedAs
545,Towards reuse in safety risk analysis based on product line requirements,1,Requirements Engineering,CategorizedAs
546,An environment-driven ontological approach to requirements elicitation for safety-critical systems,1,Requirements Engineering,CategorizedAs
547,Goals at risk? Machine learning at support of early assessment,1,Requirements Engineering,CategorizedAs
548,Democratic mass participation of users in Requirements Engineering?,1,Requirements Engineering,CategorizedAs
549,Exploiting online human knowledge in Requirements Engineering,1,Requirements Engineering,CategorizedAs
550,Towards engineering transparency as a requirement in socio-technical systems,1,Requirements Engineering,CategorizedAs
551,Towards a general formal framework of Coherence Management in RE,1,Requirements Engineering,CategorizedAs
552,SACRE: A tool for dealing with uncertainty in contextual requirements at runtime,1,Requirements Engineering,CategorizedAs
