PID,Title,PVID,Venue_Name,RelationshipType
440,The IlmSeven Dataset,1,IEEE Conferences,PublishedIn
441,Towards a Bayesian Decision Model for Release Planning in Incremental Development,1,IEEE Conferences,PublishedIn
442,An Approach to Support the Specification of Agile Artifacts in the Development of Safety-Critical Systems,1,IEEE Conferences,PublishedIn
443,Reusable Goal Models,1,IEEE Conferences,PublishedIn
444,Towards an Adaptive Framework for Goal-Oriented Strategic Decision-Making,1,IEEE Conferences,PublishedIn
445,Dealing with Conflicts Between Non-functional Requirements of UbiComp and IoT Applications,1,IEEE Conferences,PublishedIn
446,Awareness Driven Software Reengineering,1,IEEE Conferences,PublishedIn
447,Verifying Cyber-Physical System Behavior in the Context of Cyber-Physical System-Networks,1,IEEE Conferences,PublishedIn
448,Improving the Elicitation of Delightful Context-Aware Features: A Data-Based Approach,1,IEEE Conferences,PublishedIn
449,RE in the Age of Continuous Deployment,1,IEEE Conferences,PublishedIn
450,"Panel: Context-Dependent Evaluation of Tools for NL RE Tasks: Recall vs. Precision, and Beyond",1,IEEE Conferences,PublishedIn
451,"Delivering Customer Value in the Age of Autonomous, Continuously Evolving Systems",1,IEEE Conferences,PublishedIn
452,Requirements for Molecular Programmed Nanosystems (Keynote),1,IEEE Conferences,PublishedIn
453,Urban Computing: Tackling Urban Challenges Using Big Data,1,IEEE Conferences,PublishedIn
454,Requirements Engineering for the Digital Transformation: Industry Panel,1,IEEE Conferences,PublishedIn
455,Requirements Engineering Visualization: A Systematic Literature Review,1,IEEE Conferences,PublishedIn
456,A Serious Game for Eliciting Social Engineering Security Requirements,1,IEEE Conferences,PublishedIn
457,A Theory of Vagueness and Privacy Risk Perception,1,IEEE Conferences,PublishedIn
458,Stimulating Stakeholders' Imagination: New Creativity Triggers for Eliciting Novel Requirements,1,IEEE Conferences,PublishedIn
459,Challenging Incompleteness of Performance Requirements by Sentence Patterns,1,IEEE Conferences,PublishedIn
460,Ambiguity Cues in Requirements Elicitation Interviews,1,IEEE Conferences,PublishedIn
461,Trace++: A Traceability Approach to Support Transitioning to Agile Software Engineering,1,IEEE Conferences,PublishedIn
462,An Exploratory Study on User Interaction Challenges When Handling Interconnected Requirements Artifacts of Various Sizes,1,IEEE Conferences,PublishedIn
463,Looking into the Crystal Ball: Requirements Evolution over Time,1,IEEE Conferences,PublishedIn
464,A Needle in a Haystack: What Do Twitter Users Say about Software?,1,IEEE Conferences,PublishedIn
465,Goal-Oriented Requirements Engineering: A Systematic Literature Map,1,IEEE Conferences,PublishedIn
466,An Exploratory Study on Handling Requirements and Acceptance Test Documentation in Industry,1,IEEE Conferences,PublishedIn
467,Managing Requirements Change the Informal Way: When Saying ‘No’ is Not an Option,1,IEEE Conferences,PublishedIn
468,NANE: Identifying Misuse Cases Using Temporal Norm Enactments,1,IEEE Conferences,PublishedIn
469,Supporting Requirements Elicitation by Tool-Supported Video Analysis,1,IEEE Conferences,PublishedIn
470,Mining Requirements Knowledge from Collections of Domain Documents,1,IEEE Conferences,PublishedIn
471,Software Feature Request Detection in Issue Tracking Systems,1,IEEE Conferences,PublishedIn
472,Acquiring Creative Requirements from the Crowd: Understanding the Influences of Personality and Creative Potential in Crowd RE,1,IEEE Conferences,PublishedIn
473,Advancing Repeated Research in Requirements Engineering: A Theoretical Replication of Viewpoint Merging,1,IEEE Conferences,PublishedIn
474,Automated Extraction of Conceptual Models from User Stories via NLP,1,IEEE Conferences,PublishedIn
475,What is the Impact of Bad Layout in the Understandability of Social Goal Models?,1,IEEE Conferences,PublishedIn
476,Collaborative Traceability Management: Challenges and Opportunities,1,IEEE Conferences,PublishedIn
477,Requirements Engineering for Retrofittable Subsea Equipment,1,IEEE Conferences,PublishedIn
478,TraceBoK: Toward a Software Requirements Traceability Body of Knowledge,1,IEEE Conferences,PublishedIn
479,ResDevOps: A Software Engineering Framework for Achieving Long-Lasting Complex Systems,1,IEEE Conferences,PublishedIn
480,Privacy Requirements: Findings and Lessons Learned in Developing a Privacy Platform,1,IEEE Conferences,PublishedIn
481,Requirements Engineering for Health Data Analytics: Challenges and Possible Directions,1,IEEE Conferences,PublishedIn
482,Listens Learned (8 Lessons Learned Applying EARS),1,IEEE Conferences,PublishedIn
483,Requirements Elicitation and Derivation of Security Policy Templates—An Industrial Case Study,1,IEEE Conferences,PublishedIn
484,Experiences in the Development and Usage of a Privacy Requirements Framework,1,IEEE Conferences,PublishedIn
485,Model-Based Simulation of Legal Requirements: Experience from Tax Policy Simulation,1,IEEE Conferences,PublishedIn
486,A Two-Stage Inspection Method for Automotive Software Systems and Its Practical Applications,1,IEEE Conferences,PublishedIn
487,RAMP: Requirements Authors Mentoring Program,1,IEEE Conferences,PublishedIn
488,Towards Improved Requirements Engineering with SysML and the User Requirements Notation,1,IEEE Conferences,PublishedIn
489,Requirements Engineering as Innovation Journalism: A Research Preview,1,IEEE Conferences,PublishedIn
490,AnalyticGraph.com: Toward Next Generation Requirements Modeling and Reasoning Tools,1,IEEE Conferences,PublishedIn
491,Continuous Requirements Engineering Using Model Federation,1,IEEE Conferences,PublishedIn
492,Towards a Marketplace of Visual Elements for Notation Design,1,IEEE Conferences,PublishedIn
493,Complete Traceability for Requirements in Satisfaction Arguments,1,IEEE Conferences,PublishedIn
494,Acceptance Requirements and Their Gamification Solutions,1,IEEE Conferences,PublishedIn
495,Empowering Requirements Elicitation Interviews with Vocal and Biofeedback Analysis,1,IEEE Conferences,PublishedIn
496,Is It a New Feature or Simply “Don't Know Yet”?: On Automated Redundant OSS Feature Requests Identification,1,IEEE Conferences,PublishedIn
497,Beyond Awareness Requirements,1,IEEE Conferences,PublishedIn
498,Towards Modelling and Analysis of Spatial and Temporal Requirements,1,IEEE Conferences,PublishedIn
499,Application of Artifact-Based RE in Fortified Cards,1,IEEE Conferences,PublishedIn
500,i*ToNuSMV: A Prototype for Enabling Model Checking of i* Models,1,IEEE Conferences,PublishedIn
501,Generating Testing Codes for Behavior-Driven Development from Problem Diagrams: A Tool-Based Approach,1,IEEE Conferences,PublishedIn
502,SCCMT: A Stigmergy-Based Collaborative Conceptual Modeling Tool,1,IEEE Conferences,PublishedIn
503,A Modular Requirements Engineering Framework for Web-Based Toolchain Integration,1,IEEE Conferences,PublishedIn
504,Capra: A Configurable and Extendable Traceability Management Tool,1,IEEE Conferences,PublishedIn
505,Mobility Requirements Engineering Tool (MoRE),1,IEEE Conferences,PublishedIn
506,RE-PREF: Support for REassessment of PREFerences of Non-functional Requirements for Better Decision-Making in Self-Adaptive Systems,1,IEEE Conferences,PublishedIn
507,Towards a Regulator-Oriented Regulatory Intelligence Framework,1,IEEE Conferences,PublishedIn
508,Towards an Approach to Stimulate Architectural Thinking during Requirements Engineering Phase,1,IEEE Conferences,PublishedIn
509,Quality-Impact Assessment of Software Systems,1,IEEE Conferences,PublishedIn
510,Evaluation of Requirements Models,1,IEEE Conferences,PublishedIn
511,Exact Analysis for Next Release Problem,1,IEEE Conferences,PublishedIn
512,Definition of a Behavior-Driven Model for Requirements Specification and Testing of Interactive Systems,1,IEEE Conferences,PublishedIn
513,Requirements Traceability Technologies Selection for Industry,1,IEEE Conferences,PublishedIn
514,The Generation and Evolution of Adaptation Rules in Requirements Driven Self-Adaptive Systems,1,IEEE Conferences,PublishedIn
515,You versus users - who owns your roadmap? (keynote),1,IEEE Conferences,PublishedIn
516,Can you intentionally design a product that is Cool? (keynote),1,IEEE Conferences,PublishedIn
517,"Requirements, behaviours, and software engineering (keynote)",1,IEEE Conferences,PublishedIn
518,Change impact analysis for Natural Language requirements: An NLP approach,1,IEEE Conferences,PublishedIn
519,Requirements engineering: The quest for the dependent variable,1,IEEE Conferences,PublishedIn
520,Ambiguity as a resource to disclose tacit knowledge,1,IEEE Conferences,PublishedIn
521,An information theoretic approach for extracting and tracing non-functional requirements,1,IEEE Conferences,PublishedIn
522,From requirements elicitation to variability analysis using repertory grid: A cognitive approach,1,IEEE Conferences,PublishedIn
523,Goal and Preference Identification through natural language,1,IEEE Conferences,PublishedIn
524,Selecting creativity techniques for creative requirements: An evaluation of four techniques using creativity workshops,1,IEEE Conferences,PublishedIn
525,"Feature lifecycles as they spread, migrate, remain, and die in App Stores",1,IEEE Conferences,PublishedIn
526,What you ask is what you get: Understanding architecturally significant functional requirements,1,IEEE Conferences,PublishedIn
527,A requirements monitoring model for systems of systems,1,IEEE Conferences,PublishedIn
528,Handling knowledge uncertainty in risk-based requirements engineering,1,IEEE Conferences,PublishedIn
529,"Bug report, feature request, or simply praise? On automatically classifying app reviews",1,IEEE Conferences,PublishedIn
530,Forging high-quality User Stories: Towards a discipline for Agile Requirements,1,IEEE Conferences,PublishedIn
531,Exposing the susceptibility of off-nominal behaviors in reactive system requirements,1,IEEE Conferences,PublishedIn
532,Assessment of risk perception in security requirements composition,1,IEEE Conferences,PublishedIn
533,Resolving goal conflicts via argumentation-based analysis of competing hypotheses,1,IEEE Conferences,PublishedIn
534,Detecting repurposing and over-collection in multi-party privacy requirements specifications,1,IEEE Conferences,PublishedIn
535,A quality model for the systematic assessment of requirements traceability,1,IEEE Conferences,PublishedIn
536,Sketching and notation creation with FlexiSketch Team: Evaluating a new means for collaborative requirements elicitation,1,IEEE Conferences,PublishedIn
537,Inherent characteristics of traceability artifacts less is more,1,IEEE Conferences,PublishedIn
538,Trace links explained: An automated approach for generating rationales,1,IEEE Conferences,PublishedIn
539,Handling non-functional requirements in Model-Driven Development: An ongoing industrial survey,1,IEEE Conferences,PublishedIn
540,Scalable modeling and analysis of requirements preferences: A qualitative approach using CI-Nets,1,IEEE Conferences,PublishedIn
541,Rationalization of goal models in GRL using formal argumentation,1,IEEE Conferences,PublishedIn
542,Cognitive factors in inconsistency management,1,IEEE Conferences,PublishedIn
543,Using real options to manage Technical Debt in Requirements Engineering,1,IEEE Conferences,PublishedIn
544,QuantUn: Quantification of uncertainty for the reassessment of requirements,1,IEEE Conferences,PublishedIn
545,Towards reuse in safety risk analysis based on product line requirements,1,IEEE Conferences,PublishedIn
546,An environment-driven ontological approach to requirements elicitation for safety-critical systems,1,IEEE Conferences,PublishedIn
547,Goals at risk? Machine learning at support of early assessment,1,IEEE Conferences,PublishedIn
548,Democratic mass participation of users in Requirements Engineering?,1,IEEE Conferences,PublishedIn
549,Exploiting online human knowledge in Requirements Engineering,1,IEEE Conferences,PublishedIn
550,Towards engineering transparency as a requirement in socio-technical systems,1,IEEE Conferences,PublishedIn
551,Towards a general formal framework of Coherence Management in RE,1,IEEE Conferences,PublishedIn
552,SACRE: A tool for dealing with uncertainty in contextual requirements at runtime,1,IEEE Conferences,PublishedIn
553,ReqPat: Efficient documentation of high-quality requirements using controlled natural language,1,IEEE Conferences,PublishedIn
554,Holistic security requirements analysis: An attacker's perspective,1,IEEE Conferences,PublishedIn
555,"Breeze: A modeling tool for designing, analyzing, and improving software architecture",1,IEEE Conferences,PublishedIn
556,StakeCloud Tool: From cloud consumers' search queries to new service requirements,1,IEEE Conferences,PublishedIn
557,An enhanced requirements gathering interface for open source software development environments,1,IEEE Conferences,PublishedIn
558,Supporting quantitative assessment of requirements in Goal Orientation,1,IEEE Conferences,PublishedIn
559,Web tool for Goal modelling and statechart derivation,1,IEEE Conferences,PublishedIn
560,Challenges of Requirements Engineering in AUTOSAR ecosystems,1,IEEE Conferences,PublishedIn
561,Reuse of architecturally derived Standards Requirements,1,IEEE Conferences,PublishedIn
562,Systematic elicitation of mode models for multifunctional systems,1,IEEE Conferences,PublishedIn
563,Requirements problems in the development of a new user interface for healthcare equipment,1,IEEE Conferences,PublishedIn
564,Experience requirements in video games definition and testability,1,IEEE Conferences,PublishedIn
565,Agile requirements engineering with prototyping: A case study,1,IEEE Conferences,PublishedIn
566,The myth of bad passive voice and weak words an empirical investigation in the automotive industry,1,IEEE Conferences,PublishedIn
567,Understanding changes in use cases: A case study,1,IEEE Conferences,PublishedIn
568,Using the requirements specification to infer the implicit test status of requirements,1,IEEE Conferences,PublishedIn
569,The need of complementing plan-driven requirements engineering with emerging communication: Experiences from Volvo Car Group,1,IEEE Conferences,PublishedIn
570,Incorporating preferences from multiple stakeholders in software requirements selection an interactive search-based approach,1,IEEE Conferences,PublishedIn
571,How can corpus linguistics help improve requirements writing? Specifications of a space project as a case study,1,IEEE Conferences,PublishedIn
572,The Personal Information Security Assistant,1,IEEE Conferences,PublishedIn
573,Security Assurance Requirements Engineering (STARE) for trustworthy service level agreements,1,IEEE Conferences,PublishedIn
574,A magnet-and-spring based visualization technique for enhancing the manipulation of requirements artifacts,1,IEEE Conferences,PublishedIn
575,A language for writing system specifications in an aeronautical context,1,IEEE Conferences,PublishedIn
576,Ready-Set-Transfer! Technology transfer in the requirements engineering domain,1,IEEE Conferences,PublishedIn
577,Technology transfer - Requirements Engineering research to industrial practice an open (ended) debate,1,IEEE Conferences,PublishedIn
578,Now more than ever: Privacy and security are required (keynote),1,IEEE Conferences,PublishedIn
579,How practitioners approach gameplay requirements? An exploration into the context of massive multiplayer online role-playing games,1,IEEE Conferences,PublishedIn
580,Therapist-centered requirements: A multi-method approach of requirement gathering to support rehabilitation gaming,1,IEEE Conferences,PublishedIn
581,Towards a situation awareness design to improve visually impaired orientation in unfamiliar buildings: Requirements elicitation study,1,IEEE Conferences,PublishedIn
582,Supporting early decision-making in the presence of uncertainty,1,IEEE Conferences,PublishedIn
583,Integrating exception handling in goal models,1,IEEE Conferences,PublishedIn
584,Protos: Foundations for engineering innovative sociotechnical systems,1,IEEE Conferences,PublishedIn
585,Automated detection and resolution of legal cross references: Approach and a study of Luxembourg's legislation,1,IEEE Conferences,PublishedIn
586,Goal-oriented compliance with multiple regulations,1,IEEE Conferences,PublishedIn
587,Identifying and classifying ambiguity for regulatory requirements,1,IEEE Conferences,PublishedIn
588,An Approach for Decision Support on the Uncertainty in Feature Model Evolution,1,IEEE Conferences,PublishedIn
589,Maintaining requirements for long-living software systems by incorporating security knowledge,1,IEEE Conferences,PublishedIn
590,Rationalism with a dose of empiricism: Case-based reasoning for requirements-driven self-adaptation,1,IEEE Conferences,PublishedIn
591,TiQi: Towards natural language trace queries,1,IEEE Conferences,PublishedIn
592,Traceability-enabled refactoring for managing just-in-time requirements,1,IEEE Conferences,PublishedIn
593,Supporting traceability through affinity mining,1,IEEE Conferences,PublishedIn
594,How Do Users Like This Feature? A Fine Grained Sentiment Analysis of App Reviews,1,IEEE Conferences,PublishedIn
595,Scaling requirements extraction to the crowd: Experiments with privacy policies,1,IEEE Conferences,PublishedIn
596,Discovering affect-laden requirements to achieve system acceptance,1,IEEE Conferences,PublishedIn
597,Hidden in plain sight: Automatically identifying security requirements from natural language artifacts,1,IEEE Conferences,PublishedIn
598,Managing security requirements patterns using feature diagram hierarchies,1,IEEE Conferences,PublishedIn
599,Engineering topology aware adaptive security: Preventing requirements violations at runtime,1,IEEE Conferences,PublishedIn
600,Openness and requirements: Opportunities and tradeoffs in software ecosystems,1,IEEE Conferences,PublishedIn
601,RISDM: A requirements inspection systems design methodology: Perspective-based design of the pragmatic quality model and question set to SRS,1,IEEE Conferences,PublishedIn
602,Tackling the requirements jigsaw puzzle,1,IEEE Conferences,PublishedIn
603,Automated support for combinational creativity in requirements engineering,1,IEEE Conferences,PublishedIn
604,Automated extraction and visualization of quality concerns from requirements specifications,1,IEEE Conferences,PublishedIn
605,Language Extended Lexicon points: Estimating the size of an application using its language,1,IEEE Conferences,PublishedIn
606,The role of legal expertise in interpretation of legal requirements and definitions,1,IEEE Conferences,PublishedIn
607,Evaluating the business value of information technology: Case study on game management system,1,IEEE Conferences,PublishedIn
608,"Non-functional requirements as qualities, with a spice of ontology",1,IEEE Conferences,PublishedIn
609,Quality requirements elicitation based on inquiry of quality-impact relationships,1,IEEE Conferences,PublishedIn
610,Nòmos 3: Reasoning about regulatory compliance of requirements,1,IEEE Conferences,PublishedIn
611,GUITAR: An ontology-based automated requirements analysis tool,1,IEEE Conferences,PublishedIn
612,Simulation-based requirements discovery for smart driver assistive technologies,1,IEEE Conferences,PublishedIn
613,EAM: Ecosystemability assessment method,1,IEEE Conferences,PublishedIn
614,Combined goal and feature model reasoning with the User Requirements Notation and jUCMNav,1,IEEE Conferences,PublishedIn
615,Decisively: Application of Quantitative Analysis and Decision Science in Agile Requirements Engineering,1,IEEE Conferences,PublishedIn
616,VARED: Verification and analysis of requirements and early designs,1,IEEE Conferences,PublishedIn
617,Structured multi-view modeling by tabular notation,1,IEEE Conferences,PublishedIn
618,Efficient visual notations for efficient stakeholder communication,1,IEEE Conferences,PublishedIn
619,Symbolic verification of requirements in VRS system,1,IEEE Conferences,PublishedIn
620,Business Application Modeler: A process model Validation and Verification tool,1,IEEE Conferences,PublishedIn
621,Handling design-level requirements across distributed teams: Developing a new feature for 12 Danish mobile banking apps,1,IEEE Conferences,PublishedIn
622,Experience of pragmatically combining RE methods for performance requirements in industry,1,IEEE Conferences,PublishedIn
623,Lightweight requirements engineering assessments in software projects,1,IEEE Conferences,PublishedIn
624,Capturing and sharing domain knowledge with business rules lessons learned from a global software vendor,1,IEEE Conferences,PublishedIn
625,Building a National E-Service using Sentire experience report on the use of Sentire: A volere-based requirements framework driven by calibrated personas and simulated user feedback,1,IEEE Conferences,PublishedIn
626,Competition and collaboration in requirements engineering: A case study of an emerging software ecosystem,1,IEEE Conferences,PublishedIn
627,The effect of variability modeling on requirements satisfaction for the configuration and implementation of off-the-shelf software packages,1,IEEE Conferences,PublishedIn
628,Modelling sustainability in a procurement system: An experience report,1,IEEE Conferences,PublishedIn
629,A case study using a protocol to derive safety functional requirements from Fault Tree Analysis,1,IEEE Conferences,PublishedIn
630,The DODT tool applied to sub-sea software,1,IEEE Conferences,PublishedIn
631,Towards feature-oriented requirements validation for automotive systems,1,IEEE Conferences,PublishedIn
632,Product knowledge configurator for requirements gap analysis and customizations,1,IEEE Conferences,PublishedIn
633,Reassessing the pattern-based approach for formalizing requirements in the automotive domain,1,IEEE Conferences,PublishedIn
634,From architecture to requirements: Relating requirements and architecture for better Requirements Engineering,1,IEEE Conferences,PublishedIn
635,Quantification of social sustainability in software,1,IEEE Conferences,PublishedIn
636,Improving collaborative and Post-WIMP systems through requirements specification,1,IEEE Conferences,PublishedIn
637,Stakeholders' social interaction in requirements engineering of open source software,1,IEEE Conferences,PublishedIn
638,Aligning services and requirements with user feedback,1,IEEE Conferences,PublishedIn
639,Requirements development and management of embedded real-time systems,1,IEEE Conferences,PublishedIn
640,Context-sensitive Information security Risk identification and evaluation techniques,1,IEEE Conferences,PublishedIn
641,Business processes and regulations compliance management technology,1,IEEE Conferences,PublishedIn
642,Creative Strategic Scenarios for preparation to requirements evolution,1,IEEE Conferences,PublishedIn
643,Ready-set-transfer! Technology transfer in the requirements engineering domain (panel),1,IEEE Conferences,PublishedIn
644,Sponsors & supporters,1,IEEE Conferences,PublishedIn
645,Requirements engineering as information search and idea discovery (keynote),1,IEEE Conferences,PublishedIn
646,Starchitects and Jack-Hammers: Requirements engineering challenges and practices in the construction industry (keynote),1,IEEE Conferences,PublishedIn
647,Brasilian perspectives on software production (keynote panel),1,IEEE Conferences,PublishedIn
648,Automated text mining for requirements analysis of policy documents,1,IEEE Conferences,PublishedIn
649,Formal analysis of privacy requirements specifications for multi-tier applications,1,IEEE Conferences,PublishedIn
650,An empirical investigation of software engineers' ability to classify legal cross-references,1,IEEE Conferences,PublishedIn
651,Supporting requirements traceability through refactoring,1,IEEE Conferences,PublishedIn
652,Foundations for an expert system in domain-specific traceability,1,IEEE Conferences,PublishedIn
653,Application of reinforcement learning to requirements engineering: requirements tracing,1,IEEE Conferences,PublishedIn
654,On requirements verification for model refinements,1,IEEE Conferences,PublishedIn
655,Distributing refinements of a system-level partial behavior model,1,IEEE Conferences,PublishedIn
656,"A mode-based pattern for feature requirements, and a generic feature interface",1,IEEE Conferences,PublishedIn
657,Requirements elicitation: Towards the unknown unknowns,1,IEEE Conferences,PublishedIn
658,How cloud providers elicit consumer requirements: An exploratory study of nineteen companies,1,IEEE Conferences,PublishedIn
659,Visual notation design 2.0: Towards user comprehensible requirements engineering notations,1,IEEE Conferences,PublishedIn
660,User feedback in the appstore: An empirical study,1,IEEE Conferences,PublishedIn
661,Learning from evolution history to predict future requirement changes,1,IEEE Conferences,PublishedIn
662,Assessing regulatory change through legal requirements coverage modeling,1,IEEE Conferences,PublishedIn
663,A goal model elaboration for localizing changes in software evolution,1,IEEE Conferences,PublishedIn
664,Ongoing software development without classical requirements,1,IEEE Conferences,PublishedIn
665,Assumption-based risk identification method (ARM) in dynamic service provisioning,1,IEEE Conferences,PublishedIn
666,Can requirements dependency network be used as early indicator of software integration bugs?,1,IEEE Conferences,PublishedIn
667,An empirical study on project-specific traceability strategies,1,IEEE Conferences,PublishedIn
668,Keeping requirements on track via visual analytics,1,IEEE Conferences,PublishedIn
669,A history of the international requirements engineering conference (RE)RE@21,1,IEEE Conferences,PublishedIn
670,A review of traceability research at the requirements engineering conferencere@21,1,IEEE Conferences,PublishedIn
671,Models in the RE seriesre@21,1,IEEE Conferences,PublishedIn
672,A vision for generic concern-oriented requirements reusere@21,1,IEEE Conferences,PublishedIn
673,Requirements reviews revisited: Residual challenges and open research questions,1,IEEE Conferences,PublishedIn
674,Challenges in balancing the amount of solution information in requirement specifications for embedded products,1,IEEE Conferences,PublishedIn
675,Towards a systematic requirement-based test generation framework: Industrial challenges and needs,1,IEEE Conferences,PublishedIn
676,Why feature dependencies challenge the requirements engineering of automotive systems: An empirical study,1,IEEE Conferences,PublishedIn
677,Early phase telemedicine requirements elicitation in collaboration with medical practitioners,1,IEEE Conferences,PublishedIn
678,An industrial case study of the impact of domain ignorance on the effectiveness of requirements idea generation during requirements elicitation,1,IEEE Conferences,PublishedIn
679,The impact of requirements on software quality across three product generations,1,IEEE Conferences,PublishedIn
680,Requirements clinic: Third party inspection methodology and practice for improving the quality of software requirements specifications,1,IEEE Conferences,PublishedIn
681,Using defect taxonomies for requirements validation in industrial projects,1,IEEE Conferences,PublishedIn
682,Requirements engineering for the uganda police force crime records management system,1,IEEE Conferences,PublishedIn
683,The integration of an RE method and AHP: A pilot study in a large Swiss bank,1,IEEE Conferences,PublishedIn
684,Automatic extraction of glossary terms from natural language requirements,1,IEEE Conferences,PublishedIn
685,An approach to carry out consistency analysis on requirements: Validating and tracking requirements through a configuration structure,1,IEEE Conferences,PublishedIn
686,Requirements Bazaar: Social requirements engineering for community-driven innovation,1,IEEE Conferences,PublishedIn
687,A safety requirement engineering method and tool,1,IEEE Conferences,PublishedIn
688,MIRA: A tooling-framework to experiment with model-based requirements engineering,1,IEEE Conferences,PublishedIn
689,PABRE-Proj: Applying patterns in requirements elicitation,1,IEEE Conferences,PublishedIn
690,A tool implementation of the unified requirements modeling language as enterprise architect add-in,1,IEEE Conferences,PublishedIn
691,IRET: Requirements for service platforms,1,IEEE Conferences,PublishedIn
692,"Using tracelab to design, execute, and baseline empirical requirements engineering experiments",1,IEEE Conferences,PublishedIn
693,Requirements-driven adaptive digital forensics,1,IEEE Conferences,PublishedIn
694,Identifying top challenges for international research on requirements engineering for systems of systems engineering,1,IEEE Conferences,PublishedIn
695,Ready-Set-Transfer: Technology transfer in the requirements engineering domain,1,IEEE Conferences,PublishedIn
696,Future directions of the RE conference and its community,1,IEEE Conferences,PublishedIn
697,Requirements engineering conferences: Wither industry tracks?,1,IEEE Conferences,PublishedIn
698,A new paradigm for applied requirements engineering research,1,IEEE Conferences,PublishedIn
699,A little rebellion now and then is a good thing: Views on the requirements engineering conference,1,IEEE Conferences,PublishedIn
700,Top tips you can apply immediately to projects: Highlights from the RE'13 tutorials,1,IEEE Conferences,PublishedIn
701,Winning the hidden battle: Requirements tool selection and adoption,1,IEEE Conferences,PublishedIn
702,Practical applications of i∗ in industry: The state of the art,1,IEEE Conferences,PublishedIn
703,RE@21 spotlight: Most influential papers from the requirements engineering conference,1,IEEE Conferences,PublishedIn
704,Creative collisions: Meet and create: And other “RE interactive” suggestions,1,IEEE Conferences,PublishedIn
705,Workshops and doctoral symposium at RE'13: The results: Presentation session of new ideas for researchers and practitioners who weren't there,1,IEEE Conferences,PublishedIn
706,The requirements engineering body of knowledge (REBoK),1,IEEE Conferences,PublishedIn
707,RE 2013 doctoral symposium,1,IEEE Conferences,PublishedIn
708,The regulatory world and the machine: Harmonizing legal requirements and the systems they affect,1,IEEE Conferences,PublishedIn
709,Evidence management for evolutionary safety assurance and certification,1,IEEE Conferences,PublishedIn
710,Visual analytics for software requirements engineering,1,IEEE Conferences,PublishedIn
711,Requirements negotiation model: A social oriented approach for software ecosystems evolution,1,IEEE Conferences,PublishedIn
712,Managing requirements uncertainty with partial models,1,IEEE Conferences,PublishedIn
713,Speculative requirements: Automatic detection of uncertainty in natural language requirements,1,IEEE Conferences,PublishedIn
714,Resolving uncertainty in automotive feature interactions,1,IEEE Conferences,PublishedIn
715,Process improvement for traceability: A study of human fallibility,1,IEEE Conferences,PublishedIn
716,How do software architects consider non-functional requirements: An exploratory study,1,IEEE Conferences,PublishedIn
717,Evaluating the Software Product Management Maturity Matrix,1,IEEE Conferences,PublishedIn
718,Identifying outdated requirements based on source code changes,1,IEEE Conferences,PublishedIn
719,The quest for Ubiquity: A roadmap for software and systems traceability research,1,IEEE Conferences,PublishedIn
720,Enhancing candidate link generation for requirements tracing: The cluster hypothesis revisited,1,IEEE Conferences,PublishedIn
721,Reconciling multi-jurisdictional legal requirements: A case study in requirements water marking,1,IEEE Conferences,PublishedIn
722,Managing changing compliance requirements by predicting regulatory evolution,1,IEEE Conferences,PublishedIn
723,Requirements-driven adaptive security: Protecting variable assets at runtime,1,IEEE Conferences,PublishedIn
724,Stateful requirements monitoring for self-repairing socio-technical systems,1,IEEE Conferences,PublishedIn
725,Privacy arguments: Analysing selective disclosure requirements for mobile applications,1,IEEE Conferences,PublishedIn
726,Mining binary constraints in the construction of feature models,1,IEEE Conferences,PublishedIn
727,A feature-oriented requirements modelling language,1,IEEE Conferences,PublishedIn
728,Efficient consistency checking of scenario-based product-line specifications,1,IEEE Conferences,PublishedIn
729,What you need is what you get!: The vision of view-based requirements specifications,1,IEEE Conferences,PublishedIn
730,The impact of domain knowledge on the effectiveness of requirements idea generation during requirements elicitation,1,IEEE Conferences,PublishedIn
731,Using collective intelligence to detect pragmatic ambiguities,1,IEEE Conferences,PublishedIn
732,A probabilistic framework for goal-oriented risk analysis,1,IEEE Conferences,PublishedIn
733,Requirements analysis for a product family of DNA nanodevices,1,IEEE Conferences,PublishedIn
734,On eliciting contribution measures in goal models,1,IEEE Conferences,PublishedIn
735,Breaking the big-bang practice of traceability: Pushing timely trace recommendations to project stakeholders,1,IEEE Conferences,PublishedIn
736,Characterization of functional software requirements space: The law of requirements taxonomic growth,1,IEEE Conferences,PublishedIn
737,Detecting and classifying patterns of requirements clarifications,1,IEEE Conferences,PublishedIn
738,What do practitioners mean when they talk about product management?,1,IEEE Conferences,PublishedIn
739,Towards outcome-based regulatory compliance in aviation security,1,IEEE Conferences,PublishedIn
740,Requirements Composition Table explained,1,IEEE Conferences,PublishedIn
741,Categorizing requirements for a contract-based system integration project,1,IEEE Conferences,PublishedIn
742,The use of a requirements modeling language for industrial applications,1,IEEE Conferences,PublishedIn
743,Defects in natural language requirement specifications at Mercedes-Benz: An investigation using a combination of legacy data and expert opinion,1,IEEE Conferences,PublishedIn
744,Log-based approach for performance requirements elicitation and prioritization,1,IEEE Conferences,PublishedIn
745,Selecting an appropriate framework for value-based requirements prioritization,1,IEEE Conferences,PublishedIn
746,Requirements reuse at Danfoss,1,IEEE Conferences,PublishedIn
747,ArchiTech: Tool support for NFR-guided architectural decision-making,1,IEEE Conferences,PublishedIn
748,CoFM: An environment for collaborative feature modeling,1,IEEE Conferences,PublishedIn
