AID,Author_Name,IID,Institute_Name,RelationshipType
199,S. Panichella,208,"Zurich University of Applied Sciences, Winterthur, Switzerland; Zurich University of Applied Sciences, Winterthur, Switzerland",AffiliatedWith
1685, M. Ruiz,208,"Zurich University of Applied Sciences, Winterthur, Switzerland; Zurich University of Applied Sciences, Winterthur, Switzerland",AffiliatedWith
200,R. Stoiber,209,"Stoiber Informatik GmbH, Canton of Zurich, Switzerland",AffiliatedWith
78,S. Tiwari,210,"DAIICT, Gandhinagar, India; ABV-IIITM, Gwalior, India; DAIICT, Gandhinagar, India; DAIICT, Gandhinagar, India",AffiliatedWith
1686, S. S. Rathore,210,"DAIICT, Gandhinagar, India; ABV-IIITM, Gwalior, India; DAIICT, Gandhinagar, India; DAIICT, Gandhinagar, India",AffiliatedWith
2790, S. Sagar,210,"DAIICT, Gandhinagar, India; ABV-IIITM, Gwalior, India; DAIICT, Gandhinagar, India; DAIICT, Gandhinagar, India",AffiliatedWith
3424, Y. Mirani,210,"DAIICT, Gandhinagar, India; ABV-IIITM, Gwalior, India; DAIICT, Gandhinagar, India; DAIICT, Gandhinagar, India",AffiliatedWith
201,V. Uddagiri,211,"Auto and Industrials Unit, TCS Limited Hyderabad, India; Auto and Industrials Unit, TCS Limited Charlotte, NC, USA; Auto and Industrials Unit, TCS Limited Chennai, India; Auto and Industrials Unit, TCS Limited Mumbai, India",AffiliatedWith
1687, L. Eswarachary,211,"Auto and Industrials Unit, TCS Limited Hyderabad, India; Auto and Industrials Unit, TCS Limited Charlotte, NC, USA; Auto and Industrials Unit, TCS Limited Chennai, India; Auto and Industrials Unit, TCS Limited Mumbai, India",AffiliatedWith
2791, M. Jagadeesan,211,"Auto and Industrials Unit, TCS Limited Hyderabad, India; Auto and Industrials Unit, TCS Limited Charlotte, NC, USA; Auto and Industrials Unit, TCS Limited Chennai, India; Auto and Industrials Unit, TCS Limited Mumbai, India",AffiliatedWith
3425, V. Kharat,211,"Auto and Industrials Unit, TCS Limited Hyderabad, India; Auto and Industrials Unit, TCS Limited Charlotte, NC, USA; Auto and Industrials Unit, TCS Limited Chennai, India; Auto and Industrials Unit, TCS Limited Mumbai, India",AffiliatedWith
140,H. Samin,212,"SEA, Aston University, Birmingham, UK",AffiliatedWith
147,S. Japs,213,"Fraunhofer Research Institute for Mechatronic Systems Design IEM, Paderborn, Germany",AffiliatedWith
202,S. Demi,214,"Østfold University College, Halden, Norway",AffiliatedWith
10,M. Ahrens,215,"Software Engineering Group, Leibniz Universität Hannover, Hannover, Germany",AffiliatedWith
203,H. S. Dar,216,"Dept. of Computer Science and Software Engineering, Int. Islamic University Islamabad, Islamabad, Pakistan",AffiliatedWith
204,A. Parvizimosaed,217,"School of Electrical Engineering and Computer Science, University of Ottawa, Ottawa, Canada",AffiliatedWith
206,B. Nuseibeh,218,"School of Computing & Communications, The Open University, Milton Keynes, UK",AffiliatedWith
207,M. Chechik,219,"Dept. of Computer Science, University of Toronto, Toronto, Canada",AffiliatedWith
155,J. Whittle,220,"Faculty of Information Technology, Monash University, Melbourne, Australia",AffiliatedWith
208,H. Woodcock,221,"IBM Watson IoT, Portsmouth, UK",AffiliatedWith
209,L. Duboc,222,"La Salle University Ramon Llull, Barcelona, Spain; Hochschule Furtwangen University, Furtwangen, Germany; Chalmers University of Technology, Gothenburg, Sweden; Vector Institute for Artificial Intelligence, Toronto, ON, Canada; University of Bristol, Bristol, UK; Linkö pings Universitet, Linkö ping, Sweden; Lappeenranta University of Technology, Lappeenranta, Finland; FHNW, Switzerland; University of Huddersfield, Huddersfield, UK",AffiliatedWith
1688, S. Betz,222,"La Salle University Ramon Llull, Barcelona, Spain; Hochschule Furtwangen University, Furtwangen, Germany; Chalmers University of Technology, Gothenburg, Sweden; Vector Institute for Artificial Intelligence, Toronto, ON, Canada; University of Bristol, Bristol, UK; Linkö pings Universitet, Linkö ping, Sweden; Lappeenranta University of Technology, Lappeenranta, Finland; FHNW, Switzerland; University of Huddersfield, Huddersfield, UK",AffiliatedWith
2765, B. Penzenstadler,222,"La Salle University Ramon Llull, Barcelona, Spain; Hochschule Furtwangen University, Furtwangen, Germany; Chalmers University of Technology, Gothenburg, Sweden; Vector Institute for Artificial Intelligence, Toronto, ON, Canada; University of Bristol, Bristol, UK; Linkö pings Universitet, Linkö ping, Sweden; Lappeenranta University of Technology, Lappeenranta, Finland; FHNW, Switzerland; University of Huddersfield, Huddersfield, UK",AffiliatedWith
3426, S. Akinli Kocak,222,"La Salle University Ramon Llull, Barcelona, Spain; Hochschule Furtwangen University, Furtwangen, Germany; Chalmers University of Technology, Gothenburg, Sweden; Vector Institute for Artificial Intelligence, Toronto, ON, Canada; University of Bristol, Bristol, UK; Linkö pings Universitet, Linkö ping, Sweden; Lappeenranta University of Technology, Lappeenranta, Finland; FHNW, Switzerland; University of Huddersfield, Huddersfield, UK",AffiliatedWith
1997, R. Chitchyan,222,"La Salle University Ramon Llull, Barcelona, Spain; Hochschule Furtwangen University, Furtwangen, Germany; Chalmers University of Technology, Gothenburg, Sweden; Vector Institute for Artificial Intelligence, Toronto, ON, Canada; University of Bristol, Bristol, UK; Linkö pings Universitet, Linkö ping, Sweden; Lappeenranta University of Technology, Lappeenranta, Finland; FHNW, Switzerland; University of Huddersfield, Huddersfield, UK",AffiliatedWith
3747, O. Leifler,222,"La Salle University Ramon Llull, Barcelona, Spain; Hochschule Furtwangen University, Furtwangen, Germany; Chalmers University of Technology, Gothenburg, Sweden; Vector Institute for Artificial Intelligence, Toronto, ON, Canada; University of Bristol, Bristol, UK; Linkö pings Universitet, Linkö ping, Sweden; Lappeenranta University of Technology, Lappeenranta, Finland; FHNW, Switzerland; University of Huddersfield, Huddersfield, UK",AffiliatedWith
3795, J. Porras,222,"La Salle University Ramon Llull, Barcelona, Spain; Hochschule Furtwangen University, Furtwangen, Germany; Chalmers University of Technology, Gothenburg, Sweden; Vector Institute for Artificial Intelligence, Toronto, ON, Canada; University of Bristol, Bristol, UK; Linkö pings Universitet, Linkö ping, Sweden; Lappeenranta University of Technology, Lappeenranta, Finland; FHNW, Switzerland; University of Huddersfield, Huddersfield, UK",AffiliatedWith
1848, N. Seyff,222,"La Salle University Ramon Llull, Barcelona, Spain; Hochschule Furtwangen University, Furtwangen, Germany; Chalmers University of Technology, Gothenburg, Sweden; Vector Institute for Artificial Intelligence, Toronto, ON, Canada; University of Bristol, Bristol, UK; Linkö pings Universitet, Linkö ping, Sweden; Lappeenranta University of Technology, Lappeenranta, Finland; FHNW, Switzerland; University of Huddersfield, Huddersfield, UK",AffiliatedWith
3440, C. C. Venters,222,"La Salle University Ramon Llull, Barcelona, Spain; Hochschule Furtwangen University, Furtwangen, Germany; Chalmers University of Technology, Gothenburg, Sweden; Vector Institute for Artificial Intelligence, Toronto, ON, Canada; University of Bristol, Bristol, UK; Linkö pings Universitet, Linkö ping, Sweden; Lappeenranta University of Technology, Lappeenranta, Finland; FHNW, Switzerland; University of Huddersfield, Huddersfield, UK",AffiliatedWith
165,J. Tizard,223,"University of Auckland, New Zealand; University of Auckland, New Zealand; University of Auckland, New Zealand; University of Auckland, New Zealand",AffiliatedWith
1689, H. Wang,223,"University of Auckland, New Zealand; University of Auckland, New Zealand; University of Auckland, New Zealand; University of Auckland, New Zealand",AffiliatedWith
2792, L. Yohannes,223,"University of Auckland, New Zealand; University of Auckland, New Zealand; University of Auckland, New Zealand; University of Auckland, New Zealand",AffiliatedWith
2773, K. Blincoe,223,"University of Auckland, New Zealand; University of Auckland, New Zealand; University of Auckland, New Zealand; University of Auckland, New Zealand",AffiliatedWith
17,A. Ferrari,224,"CNR-ISTI, Pisa, Italy; Kennesaw State University, Marietta (GA), USA; Swinburne University of Technology, Melbourne, Australia; School of Computer Science, University of Technology, Sydney, Australia",AffiliatedWith
1619, P. Spoletini,224,"CNR-ISTI, Pisa, Italy; Kennesaw State University, Marietta (GA), USA; Swinburne University of Technology, Melbourne, Australia; School of Computer Science, University of Technology, Sydney, Australia",AffiliatedWith
1602, M. Bano,224,"CNR-ISTI, Pisa, Italy; Kennesaw State University, Marietta (GA), USA; Swinburne University of Technology, Melbourne, Australia; School of Computer Science, University of Technology, Sydney, Australia",AffiliatedWith
1668, D. Zowghi,224,"CNR-ISTI, Pisa, Italy; Kennesaw State University, Marietta (GA), USA; Swinburne University of Technology, Melbourne, Australia; School of Computer Science, University of Technology, Sydney, Australia",AffiliatedWith
210,J. P. Winkler,225,"Technische Universität Berlin, Berlin, Germany; Technische Universität Berlin, Berlin, Germany; Technische Universität Berlin, Berlin, Germany",AffiliatedWith
1690, J. Grönberg,225,"Technische Universität Berlin, Berlin, Germany; Technische Universität Berlin, Berlin, Germany; Technische Universität Berlin, Berlin, Germany",AffiliatedWith
1657, A. Vogelsang,225,"Technische Universität Berlin, Berlin, Germany; Technische Universität Berlin, Berlin, Germany; Technische Universität Berlin, Berlin, Germany",AffiliatedWith
56,S. Abualhaija,226,"SnT Centre for Security, Reliability and Trust, University of Luxembourg, Luxembourg; SnT Centre for Security, Reliability and Trust, University of Luxembourg, Luxembourg; SnT Centre for Security, Reliability and Trust, University of Luxembourg, Luxembourg; School of Engineering and Computer Science, University of Ottawa, Canada; QRA Corp, Halifax, Canada",AffiliatedWith
1557, C. Arora,226,"SnT Centre for Security, Reliability and Trust, University of Luxembourg, Luxembourg; SnT Centre for Security, Reliability and Trust, University of Luxembourg, Luxembourg; SnT Centre for Security, Reliability and Trust, University of Luxembourg, Luxembourg; School of Engineering and Computer Science, University of Ottawa, Canada; QRA Corp, Halifax, Canada",AffiliatedWith
1821, M. Sabetzadeh,226,"SnT Centre for Security, Reliability and Trust, University of Luxembourg, Luxembourg; SnT Centre for Security, Reliability and Trust, University of Luxembourg, Luxembourg; SnT Centre for Security, Reliability and Trust, University of Luxembourg, Luxembourg; School of Engineering and Computer Science, University of Ottawa, Canada; QRA Corp, Halifax, Canada",AffiliatedWith
2871, L. C. Briand,226,"SnT Centre for Security, Reliability and Trust, University of Luxembourg, Luxembourg; SnT Centre for Security, Reliability and Trust, University of Luxembourg, Luxembourg; SnT Centre for Security, Reliability and Trust, University of Luxembourg, Luxembourg; School of Engineering and Computer Science, University of Ottawa, Canada; QRA Corp, Halifax, Canada",AffiliatedWith
3652, E. Vaz,226,"SnT Centre for Security, Reliability and Trust, University of Luxembourg, Luxembourg; SnT Centre for Security, Reliability and Trust, University of Luxembourg, Luxembourg; SnT Centre for Security, Reliability and Trust, University of Luxembourg, Luxembourg; School of Engineering and Computer Science, University of Ottawa, Canada; QRA Corp, Halifax, Canada",AffiliatedWith
211,J. A. Khan,227,"Tsinghua University, Beijing, China; Tsinghua University, Beijing, China; Tsinghua University, Beijing, China; Tsinghua University, Beijing, China",AffiliatedWith
1691, Y. Xie,227,"Tsinghua University, Beijing, China; Tsinghua University, Beijing, China; Tsinghua University, Beijing, China; Tsinghua University, Beijing, China",AffiliatedWith
1565, L. Liu,227,"Tsinghua University, Beijing, China; Tsinghua University, Beijing, China; Tsinghua University, Beijing, China; Tsinghua University, Beijing, China",AffiliatedWith
3427, L. Wen,227,"Tsinghua University, Beijing, China; Tsinghua University, Beijing, China; Tsinghua University, Beijing, China; Tsinghua University, Beijing, China",AffiliatedWith
212,T. Bhowmik,228,"Department of Computer Science and Engineering, Mississippi State University, USA; Department of Computer Science and Engineering, Mississippi State University, USA; Department of Computer Science and Engineering, Mississippi State University, Starkville, MS, USA; Department of Electrical Engineering & Computer Science, University of Cincinnati, USA; Department of Electrical Engineering & Computer Science, University of Cincinnati, USA",AffiliatedWith
1692, S. R. Chekuri,228,"Department of Computer Science and Engineering, Mississippi State University, USA; Department of Computer Science and Engineering, Mississippi State University, USA; Department of Computer Science and Engineering, Mississippi State University, Starkville, MS, USA; Department of Electrical Engineering & Computer Science, University of Cincinnati, USA; Department of Electrical Engineering & Computer Science, University of Cincinnati, USA",AffiliatedWith
2793, A. Q. Do,228,"Department of Computer Science and Engineering, Mississippi State University, USA; Department of Computer Science and Engineering, Mississippi State University, USA; Department of Computer Science and Engineering, Mississippi State University, Starkville, MS, USA; Department of Electrical Engineering & Computer Science, University of Cincinnati, USA; Department of Electrical Engineering & Computer Science, University of Cincinnati, USA",AffiliatedWith
3428, W. Wang,228,"Department of Computer Science and Engineering, Mississippi State University, USA; Department of Computer Science and Engineering, Mississippi State University, USA; Department of Computer Science and Engineering, Mississippi State University, Starkville, MS, USA; Department of Electrical Engineering & Computer Science, University of Cincinnati, USA; Department of Electrical Engineering & Computer Science, University of Cincinnati, USA",AffiliatedWith
1541, N. Niu,228,"Department of Computer Science and Engineering, Mississippi State University, USA; Department of Computer Science and Engineering, Mississippi State University, USA; Department of Computer Science and Engineering, Mississippi State University, Starkville, MS, USA; Department of Electrical Engineering & Computer Science, University of Cincinnati, USA; Department of Electrical Engineering & Computer Science, University of Cincinnati, USA",AffiliatedWith
213,H. Villamizar,229,"Software Engineering Laboratory, Pontifical Catholic University of Rio de Janeiro (PUC-Rio), Rio de Janeiro, Brazil; Software Engineering Laboratory, Pontifical Catholic University of Rio de Janeiro, Rio de Janeiro, Brazil; Software Engineering Laboratory, Pontifical Catholic University of Rio de Janeiro (PUC-Rio), Rio de Janeiro, Brazil; Software Engineering Laboratory, Pontifical Catholic University of Rio de Janeiro (PUC-Rio), Rio de Janeiro, Brazil; Software Engineering Research Lab Sweden, Blekinge Institute of Technology, Karlskrona, Sweden",AffiliatedWith
1693, A. Anderlin Neto,229,"Software Engineering Laboratory, Pontifical Catholic University of Rio de Janeiro (PUC-Rio), Rio de Janeiro, Brazil; Software Engineering Laboratory, Pontifical Catholic University of Rio de Janeiro, Rio de Janeiro, Brazil; Software Engineering Laboratory, Pontifical Catholic University of Rio de Janeiro (PUC-Rio), Rio de Janeiro, Brazil; Software Engineering Laboratory, Pontifical Catholic University of Rio de Janeiro (PUC-Rio), Rio de Janeiro, Brazil; Software Engineering Research Lab Sweden, Blekinge Institute of Technology, Karlskrona, Sweden",AffiliatedWith
2794, M. Kalinowski,229,"Software Engineering Laboratory, Pontifical Catholic University of Rio de Janeiro (PUC-Rio), Rio de Janeiro, Brazil; Software Engineering Laboratory, Pontifical Catholic University of Rio de Janeiro, Rio de Janeiro, Brazil; Software Engineering Laboratory, Pontifical Catholic University of Rio de Janeiro (PUC-Rio), Rio de Janeiro, Brazil; Software Engineering Laboratory, Pontifical Catholic University of Rio de Janeiro (PUC-Rio), Rio de Janeiro, Brazil; Software Engineering Research Lab Sweden, Blekinge Institute of Technology, Karlskrona, Sweden",AffiliatedWith
3429, A. Garcia,229,"Software Engineering Laboratory, Pontifical Catholic University of Rio de Janeiro (PUC-Rio), Rio de Janeiro, Brazil; Software Engineering Laboratory, Pontifical Catholic University of Rio de Janeiro, Rio de Janeiro, Brazil; Software Engineering Laboratory, Pontifical Catholic University of Rio de Janeiro (PUC-Rio), Rio de Janeiro, Brazil; Software Engineering Laboratory, Pontifical Catholic University of Rio de Janeiro (PUC-Rio), Rio de Janeiro, Brazil; Software Engineering Research Lab Sweden, Blekinge Institute of Technology, Karlskrona, Sweden",AffiliatedWith
3653, D. Méndez,229,"Software Engineering Laboratory, Pontifical Catholic University of Rio de Janeiro (PUC-Rio), Rio de Janeiro, Brazil; Software Engineering Laboratory, Pontifical Catholic University of Rio de Janeiro, Rio de Janeiro, Brazil; Software Engineering Laboratory, Pontifical Catholic University of Rio de Janeiro (PUC-Rio), Rio de Janeiro, Brazil; Software Engineering Laboratory, Pontifical Catholic University of Rio de Janeiro (PUC-Rio), Rio de Janeiro, Brazil; Software Engineering Research Lab Sweden, Blekinge Institute of Technology, Karlskrona, Sweden",AffiliatedWith
214,Y. Seki,230,"Tokyo Institute of Technology, Tokyo, Japan; Tokyo Institute of Technology, Tokyo, Japan; Tokyo Institute of Technology, Tokyo, Japan",AffiliatedWith
1694, S. Hayashi,230,"Tokyo Institute of Technology, Tokyo, Japan; Tokyo Institute of Technology, Tokyo, Japan; Tokyo Institute of Technology, Tokyo, Japan",AffiliatedWith
2139, M. Saeki,230,"Tokyo Institute of Technology, Tokyo, Japan; Tokyo Institute of Technology, Tokyo, Japan; Tokyo Institute of Technology, Tokyo, Japan",AffiliatedWith
215,A. Lavalle,231,"Lucentia Research, University of Alicante, Carretera San Vicente del Raspeig s/n, San Vicente del Raspeig, Spain; DLSI, University of Alicante, Alicante, Spain; Lucentia Research, University of Alicante, Carretera San Vicente del Raspeig s/n, San Vicente del Raspeig, Spain; DISI, University of Bologna, Bologna, Italy",AffiliatedWith
1695, A. Maté,231,"Lucentia Research, University of Alicante, Carretera San Vicente del Raspeig s/n, San Vicente del Raspeig, Spain; DLSI, University of Alicante, Alicante, Spain; Lucentia Research, University of Alicante, Carretera San Vicente del Raspeig s/n, San Vicente del Raspeig, Spain; DISI, University of Bologna, Bologna, Italy",AffiliatedWith
2795, J. Trujillo,231,"Lucentia Research, University of Alicante, Carretera San Vicente del Raspeig s/n, San Vicente del Raspeig, Spain; DLSI, University of Alicante, Alicante, Spain; Lucentia Research, University of Alicante, Carretera San Vicente del Raspeig s/n, San Vicente del Raspeig, Spain; DISI, University of Bologna, Bologna, Italy",AffiliatedWith
3430, S. Rizzi,231,"Lucentia Research, University of Alicante, Carretera San Vicente del Raspeig s/n, San Vicente del Raspeig, Spain; DLSI, University of Alicante, Alicante, Spain; Lucentia Research, University of Alicante, Carretera San Vicente del Raspeig s/n, San Vicente del Raspeig, Spain; DISI, University of Bologna, Bologna, Italy",AffiliatedWith
210,J. P. Winkler,232,"Technische Universität Berlin, Berlin, Germany; Technische Universität Berlin, Berlin, Germany; Technische Universität Berlin, Germany",AffiliatedWith
1690, J. Grönberg,232,"Technische Universität Berlin, Berlin, Germany; Technische Universität Berlin, Berlin, Germany; Technische Universität Berlin, Germany",AffiliatedWith
1657, A. Vogelsang,232,"Technische Universität Berlin, Berlin, Germany; Technische Universität Berlin, Berlin, Germany; Technische Universität Berlin, Germany",AffiliatedWith
216,D. Martens,233,"University of Hamburg, Hamburg, Germany; University of Hamburg, Hamburg, Germany",AffiliatedWith
1696, W. Maalej,233,"University of Hamburg, Hamburg, Germany; University of Hamburg, Hamburg, Germany",AffiliatedWith
150,F. Dalpiaz,234,"Utrecht University, Utrecht, The Netherlands; Utrecht University, Utrecht, The Netherlands; Bogaziçi University, Istanbul, Turkey; Bogaziçi University, Istanbul, Turkey",AffiliatedWith
1697, D. Dell'Anna,234,"Utrecht University, Utrecht, The Netherlands; Utrecht University, Utrecht, The Netherlands; Bogaziçi University, Istanbul, Turkey; Bogaziçi University, Istanbul, Turkey",AffiliatedWith
1682, F. B. Aydemir,234,"Utrecht University, Utrecht, The Netherlands; Utrecht University, Utrecht, The Netherlands; Bogaziçi University, Istanbul, Turkey; Bogaziçi University, Istanbul, Turkey",AffiliatedWith
3431, S. Çevikol,234,"Utrecht University, Utrecht, The Netherlands; Utrecht University, Utrecht, The Netherlands; Bogaziçi University, Istanbul, Turkey; Bogaziçi University, Istanbul, Turkey",AffiliatedWith
217,J. O. Johanssen,235,"Department of Informatics, Technical University of Munich, Garching bei München, Germany; Heidelberg University, Institute of Computer Science, Heidelberg, Germany; Department of Informatics, Technical University of Munich, Garching bei München, Germany; Heidelberg University, Institute of Computer Science, Heidelberg, Germany",AffiliatedWith
1698, A. Kleebaum,235,"Department of Informatics, Technical University of Munich, Garching bei München, Germany; Heidelberg University, Institute of Computer Science, Heidelberg, Germany; Department of Informatics, Technical University of Munich, Garching bei München, Germany; Heidelberg University, Institute of Computer Science, Heidelberg, Germany",AffiliatedWith
1941, B. Bruegge,235,"Department of Informatics, Technical University of Munich, Garching bei München, Germany; Heidelberg University, Institute of Computer Science, Heidelberg, Germany; Department of Informatics, Technical University of Munich, Garching bei München, Germany; Heidelberg University, Institute of Computer Science, Heidelberg, Germany",AffiliatedWith
2190, B. Paech,235,"Department of Informatics, Technical University of Munich, Garching bei München, Germany; Heidelberg University, Institute of Computer Science, Heidelberg, Germany; Department of Informatics, Technical University of Munich, Garching bei München, Germany; Heidelberg University, Institute of Computer Science, Heidelberg, Germany",AffiliatedWith
108,C. Gralha,236,"Department of Computer Science, Universidade NOVA de Lisboa; Department of Computer Science, Universidade NOVA de Lisboa, Lisbon, Portugal; Department of Computer Science, Universidade NOVA de Lisboa, Lisbon, Portugal",AffiliatedWith
1699, M. Goulão,236,"Department of Computer Science, Universidade NOVA de Lisboa; Department of Computer Science, Universidade NOVA de Lisboa, Lisbon, Portugal; Department of Computer Science, Universidade NOVA de Lisboa, Lisbon, Portugal",AffiliatedWith
1561, J. Araújo,236,"Department of Computer Science, Universidade NOVA de Lisboa; Department of Computer Science, Universidade NOVA de Lisboa, Lisbon, Portugal; Department of Computer Science, Universidade NOVA de Lisboa, Lisbon, Portugal",AffiliatedWith
218,A. Murugesan,237,"Honeywell Aerospace, Plymouth, MN, USA; University of Minnesota, Minnesota, MN, USA; University of Minnesota, Minnesota, MN, USA",AffiliatedWith
1700, S. Rayadurgam,237,"Honeywell Aerospace, Plymouth, MN, USA; University of Minnesota, Minnesota, MN, USA; University of Minnesota, Minnesota, MN, USA",AffiliatedWith
2796, M. Heimdahl,237,"Honeywell Aerospace, Plymouth, MN, USA; University of Minnesota, Minnesota, MN, USA; University of Minnesota, Minnesota, MN, USA",AffiliatedWith
219,A. S. Nyamawe,238,"School of Computer Science and Technology, Beijing Institute of Technology, China; School of Computer Science and Technology, Beijing Institute of Technology, China; Department of Electrical Engineering and Computer Science, University of Cincinnati, USA; School of Computer Science and Technology, Beijing Institute of Technology, China; School of Computer Science and Technology, Beijing Institute of Technology, China",AffiliatedWith
1701, H. Liu,238,"School of Computer Science and Technology, Beijing Institute of Technology, China; School of Computer Science and Technology, Beijing Institute of Technology, China; Department of Electrical Engineering and Computer Science, University of Cincinnati, USA; School of Computer Science and Technology, Beijing Institute of Technology, China; School of Computer Science and Technology, Beijing Institute of Technology, China",AffiliatedWith
1541, N. Niu,238,"School of Computer Science and Technology, Beijing Institute of Technology, China; School of Computer Science and Technology, Beijing Institute of Technology, China; Department of Electrical Engineering and Computer Science, University of Cincinnati, USA; School of Computer Science and Technology, Beijing Institute of Technology, China; School of Computer Science and Technology, Beijing Institute of Technology, China",AffiliatedWith
3432, Q. Umer,238,"School of Computer Science and Technology, Beijing Institute of Technology, China; School of Computer Science and Technology, Beijing Institute of Technology, China; Department of Electrical Engineering and Computer Science, University of Cincinnati, USA; School of Computer Science and Technology, Beijing Institute of Technology, China; School of Computer Science and Technology, Beijing Institute of Technology, China",AffiliatedWith
3442, Z. Niu,238,"School of Computer Science and Technology, Beijing Institute of Technology, China; School of Computer Science and Technology, Beijing Institute of Technology, China; Department of Electrical Engineering and Computer Science, University of Cincinnati, USA; School of Computer Science and Technology, Beijing Institute of Technology, China; School of Computer Science and Technology, Beijing Institute of Technology, China",AffiliatedWith
220,D. Karagiannis,239,"Research Group Knowledge Engineering, University of Vienna, Vienna, Austria; Research Group Knowledge Engineering, University of Vienna, Vienna, Austria; Research Group Knowledge Engineering, University of Vienna, Vienna, Austria; Business Informatics Research Center, University Babeş-Bolyai, Cluj Napoca, Romania",AffiliatedWith
1702, P. Burzynski,239,"Research Group Knowledge Engineering, University of Vienna, Vienna, Austria; Research Group Knowledge Engineering, University of Vienna, Vienna, Austria; Research Group Knowledge Engineering, University of Vienna, Vienna, Austria; Business Informatics Research Center, University Babeş-Bolyai, Cluj Napoca, Romania",AffiliatedWith
2797, W. Utz,239,"Research Group Knowledge Engineering, University of Vienna, Vienna, Austria; Research Group Knowledge Engineering, University of Vienna, Vienna, Austria; Research Group Knowledge Engineering, University of Vienna, Vienna, Austria; Business Informatics Research Center, University Babeş-Bolyai, Cluj Napoca, Romania",AffiliatedWith
2810, R. A. Buchmann,239,"Research Group Knowledge Engineering, University of Vienna, Vienna, Austria; Research Group Knowledge Engineering, University of Vienna, Vienna, Austria; Research Group Knowledge Engineering, University of Vienna, Vienna, Austria; Business Informatics Research Center, University Babeş-Bolyai, Cluj Napoca, Romania",AffiliatedWith
221,F. Pudlitz,240,"Technische Universität Berlin, Germany; Technische Universität Berlin, Germany; Technische Universität Berlin, Germany",AffiliatedWith
1703, F. Brokhausen,240,"Technische Universität Berlin, Germany; Technische Universität Berlin, Germany; Technische Universität Berlin, Germany",AffiliatedWith
1657, A. Vogelsang,240,"Technische Universität Berlin, Germany; Technische Universität Berlin, Germany; Technische Universität Berlin, Germany",AffiliatedWith
63,L. Chazette,241,"Software Engineering Group, Leibniz Universität Hannover, Hannover, Germany; Software Engineering Group, Leibniz Universität Hannover, Hannover, Germany; Software Engineering Group, Leibniz Universität Hannover, Hannover, Germany",AffiliatedWith
1704, O. Karras,241,"Software Engineering Group, Leibniz Universität Hannover, Hannover, Germany; Software Engineering Group, Leibniz Universität Hannover, Hannover, Germany; Software Engineering Group, Leibniz Universität Hannover, Hannover, Germany",AffiliatedWith
2059, K. Schneider,241,"Software Engineering Group, Leibniz Universität Hannover, Hannover, Germany; Software Engineering Group, Leibniz Universität Hannover, Hannover, Germany; Software Engineering Group, Leibniz Universität Hannover, Hannover, Germany",AffiliatedWith
222,V. Langenfeld,242,"Department of Computer Science, University of Freiburg; Department of Computer Science, University of Freiburg; Department of Computer Science, University of Freiburg; Department of Computer Science, University of Freiburg; Robert Bosch GmbH",AffiliatedWith
1705, D. Dietsch,242,"Department of Computer Science, University of Freiburg; Department of Computer Science, University of Freiburg; Department of Computer Science, University of Freiburg; Department of Computer Science, University of Freiburg; Robert Bosch GmbH",AffiliatedWith
2708, B. Westphal,242,"Department of Computer Science, University of Freiburg; Department of Computer Science, University of Freiburg; Department of Computer Science, University of Freiburg; Department of Computer Science, University of Freiburg; Robert Bosch GmbH",AffiliatedWith
1984, J. Hoenicke,242,"Department of Computer Science, University of Freiburg; Department of Computer Science, University of Freiburg; Department of Computer Science, University of Freiburg; Department of Computer Science, University of Freiburg; Robert Bosch GmbH",AffiliatedWith
3654, A. Post,242,"Department of Computer Science, University of Freiburg; Department of Computer Science, University of Freiburg; Department of Computer Science, University of Freiburg; Department of Computer Science, University of Freiburg; Robert Bosch GmbH",AffiliatedWith
223,A. A. Anda,243,"School of Electrical Engineering and Computer Science, University of Ottawa Ottawa, Ontario, Canada; School of Electrical Engineering and Computer Science, University of Ottawa Ottawa, Ontario, Canada",AffiliatedWith
1559, D. Amyot,243,"School of Electrical Engineering and Computer Science, University of Ottawa Ottawa, Ontario, Canada; School of Electrical Engineering and Computer Science, University of Ottawa Ottawa, Ontario, Canada",AffiliatedWith
224,M. Mezghani,244,"Semios for requirements OneLight Studio, Toulouse, France; Fortia Financial Solutions, Paris, France; Semios for requirements OneLight Studio, Toulouse, France; IRIT, University of Toulouse, Toulouse, France",AffiliatedWith
1706, J. Kang,244,"Semios for requirements OneLight Studio, Toulouse, France; Fortia Financial Solutions, Paris, France; Semios for requirements OneLight Studio, Toulouse, France; IRIT, University of Toulouse, Toulouse, France",AffiliatedWith
2798, E. -B. Kang,244,"Semios for requirements OneLight Studio, Toulouse, France; Fortia Financial Solutions, Paris, France; Semios for requirements OneLight Studio, Toulouse, France; IRIT, University of Toulouse, Toulouse, France",AffiliatedWith
3433, F. Sedes,244,"Semios for requirements OneLight Studio, Toulouse, France; Fortia Financial Solutions, Paris, France; Semios for requirements OneLight Studio, Toulouse, France; IRIT, University of Toulouse, Toulouse, France",AffiliatedWith
225,K. Hjerppe,245,"Geniem Oy, Finland; University of Turku, Finland; University of Turku, Turku, Finland",AffiliatedWith
1707, J. Ruohonen,245,"Geniem Oy, Finland; University of Turku, Finland; University of Turku, Turku, Finland",AffiliatedWith
2799, V. Leppänen,245,"Geniem Oy, Finland; University of Turku, Finland; University of Turku, Turku, Finland",AffiliatedWith
