Institute_Name,IID
"University of Waterloo, Waterloo, ON, Canada; University of Notre Dame, Notre Dame, IN, USA; ISTI-CNR, Pisa, Italy; University of Hamburg, Hamburg, Germany; University of Ottawa, Ottawa, ON, Canada; University of Technology Sydney, Sydney, NSW, Australia",427
"Department of Computer Science and Engineering, Chalmers University of Technology, Gothenburg, Sweden",428
"Iowa State University, Ames, IA, US",429
"Microsoft Res., Beijing, China",430
"Vector Consulting Services; Brazilian Development Bank, BNDES",431
"University of Calgary, Calgary, AB, CA; Department of Computer Science, University of Calgary, Calgary, Canada; Department of Electrical and Computer Engineering, University of Calgary, Calgary, Canada",432
"Technische Universität München, Germany; Goethe-University Frankfurt, Germany",433
"Institute for Software Research, Carnegie Mellon University, Pittsburgh, Pennsylvania, United States; Institute for Software Research, Carnegie Mellon University, Pittsburgh, Pennsylvania, United States; Center on Law and Information Policy, School of Law, New York, New York, United States; Center on Law and Information Policy, School of Law, New York, New York, United States",434
"Fonds de la Recherche Scientifique-FNRS, University of Namur, Belgium; Cass Business School, City University London, United Kingdom; Cass Business School, City University London, United Kingdom",435
"Technische Universität München, Germany; Technische Universität, Berlin, DCAITI, Germany; Technische Universität München, Germany; Technische Universität, Berlin, DCAITI, Germany",436
"ISTI-CNR, Pisa, Italy; Kennesaw State University, Georgia, USA; ISTI-CNR, Pisa, Italy",437
"Educational Department, CESAR (Recife Center for Advanced Studies and Systems), PE, Brazil; Computing Department, The Open University, Milton, Keynes, UK",438
"University of Zurich, Switzerland; Technische Universität München & King Saud University, Saudi Arabia; FHNW & University of Zurich, Switzerland",439
"City University London, UK; University of Trento, Italy; University of Trento, Italy; University of Trento, Italy; University of Trento, Italy; University of Trento, Italy; University of Trento, Italy; University of Trento, Italy; University of Trento, Italy",440
"Department of Informatics, University of Zurich, Switzerland; Department of Informatics, University of Zurich, Switzerland; Department of Informatics, University of Zurich, Switzerland",441
"School of Computer and Mathematical Sciences, Auckland University of Technology, Auckland, New Zealand; Faculty of Engineering and Information Technology, University of Technology, Sydney, Australia; The University of Auckland, Auckland, Auckland, NZ; School of Computer and Mathematical Sciences, Auckland University of Technology, Auckland, New Zealand; Department of Electrical and Computer Engineering, University of Auckland, New Zealand",442
"Department of Computer Science, North Carolina State University, Raleigh, NC, USA; Department of Computer Science, North Carolina State University, Raleigh, NC, USA; Department of Computer Science, North Carolina State University, Raleigh, NC, USA",443
"Beihang University, Beijing, China; University of Notre Dame, South Bend, IN, USA; University of Notre Dame, South Bend, IN, USA; University of Notre Dame, South Bend, IN, USA; Siemens Ind. Rail Autom., New York, NY, USA; Siemens Industry Rail Automation, New York, USA",444
"Dept. of Computer Science Sankt Augustin, Bonn-Rhein-Sieg University of Applied Sciences, Germany; The University of Edinburgh, Edinburgh, United Kingdom; Software Engineering Group, University of Heidelberg, Heidelberg, Germany; Software Engineering Group, University of Heidelberg, Heidelberg, Germany; Dept. of Computer Science Sankt Augustin, Bonn-Rhein-Sieg University of Applied Sciences, Germany; Software Engineering Group, University of Heidelberg, Heidelberg, Germany",445
"Department of Electrical Engineering and Computing Systems, University of Cincinnati, USA; University of Cincinnati Libraries, University of Cincinnati, USA; University of Cincinnati, Cincinnati, OH, US; Department of Electrical Engineering and Computing Systems, University of Cincinnati, USA; Department of Electrical Engineering and Computing Systems, University of Cincinnati, USA; Head of Software Architecture, Roche Diagnostics, Switzerland",446
"Department of Information and Computing Sciences, Utrecht University; Department of Information and Computing Sciences, Utrecht University; Universiteit Utrecht, Utrecht, Utrecht, NL; Department of Information and Computing Sciences, Utrecht University; Department of Information and Computing Sciences, Utrecht University",447
"NOVA LINCS, DI, FCT, Universidade NOVA de Lisboa; NOVA LINCS, DI, FCT, Universidade NOVA de Lisboa; NOVA LINCS, DI, FCT, Universidade NOVA de Lisboa; NOVA LINCS, DI, FCT, Universidade NOVA de Lisboa; NOVA LINCS, DI, FCT, Universidade NOVA de Lisboa; NOVA LINCS, DI, FCT, Universidade NOVA de Lisboa",448
"Chalmers| University of Gothenburg, Gothenburg, Sweden; Chalmers| University of Gothenburg, Gothenburg, Sweden; Chalmers| University of Gothenburg, Gothenburg, Sweden; Chalmers| University of Gothenburg, Gothenburg, Sweden; Chalmers| University of Gothenburg, Gothenburg, Sweden",449
"Transocean, USA; Transocean, USA; Draper, USA; Draper, USA; Transocean, USA; Barrios Technology, USA; Draper, USA; Draper, USA",450
"Universidade do Oeste de Santa Catarina, Joacaba, SC, BR; Universidade Federal da Fronteira Sul, Chapecó, SC, Brazil; Universidade do Vale do Itajaí, Itajaí, SC, Brazil",451
"OKT srl Piazza Vermicelli, Rende, CS, Italy; Herzum srl Via M. Polo, Rende, CS, Italy; DIMES, University of Calabria, Rende, CS, Italy; DIMES, University of Calabria, Rende, CS, Italy; DIMES, University of Calabria, Rende, CS, Italy",452
"University of Trento, Trento, Italy; University of Trento, Trento, Italy; University of Trento, Trento, Italy; University of Trento, Trento, Italy; University of Brighton, Brighton, East Sussex, GB; University of Brighton, Brighton, UK; Atos, Madrid, Spain; Bambino Gesù Children's Hospital, Rome, Italy; Business-e, Rome, Italy",453
"School of Software, Tsinghua University, Beijing, China; School of Software, Tsinghua University, Beijing, China; School of Stomatology, Peking University, Beijing, China; KWJQ Software Corp., Beijing, China",454
"Rolls-Royce plc, Derby, UK; Rolls Royce Plc, London, London, GB; Intel Corporation, USA; IntoWorks, Finland",455
"Fraunhofer IESE, Germany; Fraunhofer IESE, Germany; Fraunhofer IESE, Germany; DATEV eG, Germany",456
"Security Research Group, Bell Labs, Espoo, Finland",457
"Reliability and Trust, University of Luxembourg, Luxembourg; Reliability and Trust, University of Luxembourg, Luxembourg; Reliability and Trust, University of Luxembourg, Luxembourg",458
"Electronics Platform R&D Div., DENSO CORPORATION, Kariya, Japan; Department of Software Engineering, Nanzan University, Nagoya, Japan",459
"Intel Corporation, USA; Intel Corporation, USA",460
"University of Ottawa, Ottawa, Canada; University of Ottawa, Ottawa, Canada; University of Ottawa, Ottawa, Canada; University of Ottawa and IRHM, Ottawa, Canada; IRIT and IUT de Blagnac, Toulouse, France",461
"SERL-Sweden, Blekinge Institute of Technology, Karlskrona, Sweden; Qualität & Informatik, Geroldswil, Switzerland; Zuehlke Engineering AG, Schlieren, Switzerland",462
"Data Analysis Decisions Advice (DA) Research Unit, University of Namur; Data Analysis Decisions Advice (DA) Research Unit, University of Namur; Data Analysis Decisions Advice (DA) Research Unit, University of Namur; NA",463
"IRISA / Télécom Bretagne, Brest, France; IRISA / Télécom Bretagne, Brest, France; IRISA / Télécom Bretagne, Brest, France; Openfiexo, Brest, France; Openfiexo, Brest, France",464
"Department of Information Systems, University of Haifa, Haifa, Israel; Department of Information Systems, University of Haifa, Haifa, Israel; Department of Information Systems, University of Haifa, Haifa, Israel",465
"Department of Computer Science and Engineering, University of Minnesota, Minneapolis, Minnesota; Department of Computer Science and Engineering, University of Minnesota, Minneapolis, Minnesota; Department of Computer Science and Engineering, University of Minnesota, Minneapolis, Minnesota; Department of Computer Science and Engineering, University of Minnesota, Minneapolis, Minnesota",466
"Department of Information Engineering and Computer Science, University of Trento, Trento, Italy; Department of Information Engineering and Computer Science, University of Trento, Trento, Italy; Department of Information Engineering and Computer Science, University of Trento, Trento, Italy",467
"Kennesaw State University, Marietta, GA, USA; Kennesaw State University, Marietta, GA, USA; Kennesaw State University, Marietta, GA, USA; ISTI-CNR, Pisa, Italy",468
"Laboratory for Internet Software Technologies, Institute of Software Chinese Academy of Sciences, Beijing, China; Center for Systems and Software Engineering, University of Southern California, Los Angeles, USA; Laboratory for Internet Software Technologies, Institute of Software Chinese Academy of Sciences, Beijing, China; Center for Systems and Software Engineering, University of Southern California, Los Angeles, USA",469
"School of Computing and Communications, Lancaster University, UK; School of Computing and Communications, Lancaster University, UK",470
"Université de Montpellier, Montpellier, France; CETIC Research Centre, Charleroi, Belgium",471
"Department of Computer Engineering and Computer Science, California State University, Long Beach, USA; Department of Computer Engineering and Computer Science, California State University, Long Beach, USA; Department of Computer Engineering and Computer Science, California State University, Long Beach, USA",472
"Department of Computer Science and Engineering, University of Calcutta, Kolkata, WB, India; Department of Computer Science and Engineering, University of Calcutta, Kolkata, WB, India; Decision Systems Lab, University of Wollongong, NSW, Australia",473
"Dept. of Software Engineering, College of Computer Science & Information Technology, Guilin, Guangxi, P. R. China; Dept. of Software Engineering, College of Computer Science & Information Technology, Guilin, Guangxi, P. R. China",474
"Institute of Software, Peking University, Beijing, China; Institute of Software, Peking University, Beijing, China; Institute of Software, Peking University, Beijing, China; Institute of Software, Peking University, Beijing, China; Institute of Software, Peking University, Beijing, China",475
"Respect-IT S.A., Louvain-la-Neuve, Belgium; Respect-IT S.A., Louvain-la-Neuve, Belgium; CETIC Research Centre, Charleroi, Belgium; CETIC Research Centre, Charleroi, Belgium",476
"Software Engineering Division, Chalmers| University of Gothenburg; Software Engineering Division, Chalmers| University of Gothenburg",477
"School of Information Sciences University of Tampere, Tampere, Finland; School of Information Sciences University of Tampere, Tampere, Finland; School of Information Sciences University of Tampere, Tampere, Finland",478
"ALICE, Aston University, Birmingham, UK; ALICE, Aston University, Birmingham, UK",479
"University of Twente, Netherlands",480
"Software Engineering Research Lab (SERL-SWEDEN), Blekinge Institute of Technology, Karlskrona, Sweden",481
"Department of Computer Science Faculdade de Ciências e Tecnologia, Universidade NOVA de Lisboa",482
"CREST, University College, London, United Kingdom",483
"ICS-IRIT Université Paul Sabatier-Toulouse III, Toulouse, France",484
"State Key Lab of Software Engineering, Wuhan University, Wuhan, P.R. China",485
"Institute of Software, Peking University, Beijing, China",486
"FluidReview, SurveyMonkey, Ottawa, Canada",487
"InContext, Concord, MA, USA",488
"The Open University, UK",489
"SnT Centre for Security, Reliability and Trust University of Luxembourg, Luxembourg; SnT Centre for Security, Reliability and Trust University of Luxembourg, Luxembourg; SnT Centre for Security, Reliability and Trust University of Luxembourg, Luxembourg; SnT Centre for Security, Reliability and Trust University of Luxembourg, Luxembourg; SES TechCom Betzdorf, Luxembourg",490
"Swedish Defence Research Agency (FOI), Linköping, Sweden; Swedish Defence Research Agency (FOI), Linköping, Sweden; Swedish Defence Research Agency (FOI), Linköping, Sweden",491
"Computer Science and Engineering, Louisiana State University, Baton Rouge, LA",492
"Department of Computer Engineering; Department of Software Convergence Technology, Ajou University, Suwon City, Republic of Korea",493
"Department of Electrical Engineering and Computer Science, York University, Toronto, ON, Canada; Department of Electrical Engineering and Computer Science, York University, Toronto, ON, Canada; School of Information Technology, York University, Toronto, ON, Canada",494
"Software Engineering Research Lab Sweden, Blekinge Institute of Technology, Karlskrona, Sweden; Department of Mathematical Science Chalmers, University of Gothenburg, Gothenburg, Sweden",495
"Department of Computer Science, University College London, London, UK; Department of Computer Science, University College London, London, UK; Department of Computer Science, University College London, London, UK; Department of Computer Science, University College London, London, UK; Department of Computer Science, University College London, London, UK; Department of Computer Science, University College London, London, UK",496
"TATA Research Development and Design Centre (TRDDC), TATA Consultancy Services Ltd, Pune, India; University of Twente, Enschede, The Netherlands; Systems and Requirements Engineering Center (SAREC), DePaul University, Chicago, USA; University of Twente, Enschede, The Netherlands; TATA Research Development and Design Centre (TRDDC), TATA Consultancy Services Ltd, Pune, India",497
"Christian Doppler Laboratory, MEVSS Johannes Kepler University Linz, Austria; Christian Doppler Laboratory, MEVSS Johannes Kepler University Linz, Austria; Christian Doppler Laboratory, MEVSS Johannes Kepler University Linz, Austria; Christian Doppler Laboratory, MEVSS Johannes Kepler University Linz, Austria",498
"Electronics and Applied Mathematics, Université catholique de Louvain, Louvain-la-Neuve, Belgium; Electronics and Applied Mathematics, Université catholique de Louvain, Louvain-la-Neuve, Belgium",499
"Department of Information and Computing Sciences, Utrecht University, The Netherlands; Department of Information and Computing Sciences, Utrecht University, The Netherlands; Department of Information and Computing Sciences, Utrecht University, The Netherlands; Department of Information and Computing Sciences, Utrecht University, The Netherlands",500
"Computer Science Department, North Dakota State University, Fargo, ND, USA; Computer Science Department, North Dakota State University, Fargo, ND, USA",501
"Carnegie Mellon Univeristy, Institute for Software Research, Pittsburgh, Pennsylvania, USA; Carnegie Mellon Univeristy, Institute for Software Research, Pittsburgh, Pennsylvania, USA; Department of Social and Decision Science, Carnegie Mellon University, Pittsburgh, Pennsylvania, USA",502
"Department of Computer Science, North Carolina State University, Raleigh, NC, USA; Department of Computer Science, North Carolina State University, Raleigh, NC, USA; Cisco Systems Inc, San Jose, CA, US; Department of Computer Science, North Carolina State University, Raleigh, NC, USA",503
"Carnegie Mellon University, Pittsburgh, PA, US; Carnegie Mellon University, Pittsburgh, PA, US; Carnegie Mellon University, Pittsburgh, PA, US",504
"Software Systems/Process Informatics Group, Technische UUniversität Ilmenau, Ilmenau, Germany; Software Systems/Process Informatics Group, Technische UUniversität Ilmenau, Ilmenau, Germany",505
"Department of Informatics, University of Zurich, Switzerland; Northwestern Switzerland, University of Zurich, Switzerland; Department of Informatics, University of Zurich, Switzerland",506
"Computer Science, University of Kentucky, Lexington, USA; GIGL, Polytechnique Montreal, Montreal, Canada; GIGL, Polytechnique Montreal, Montreal, Canada; GIGL, Polytechnique Montreal, Montreal, Canada",507
"School of Computing, DePaul University, Chicago, IL, USA; School of Computing, DePaul University, Chicago, IL, USA; School of Computing, DePaul University, Chicago, IL, USA",508
"Universitat Politècnica de Catalunya, Spain; Universitat Politècnica de Catalunya, Spain; Universitat Politècnica de Catalunya, Spain; NOVA LINCS, Universidade Nova de Lisboa, Portugal; Chalmers | University of Gothenburg, Sweden; Vienna University of Technology, Austria; ICREA - UOC, Spain; University of L’ Aquila, Italy; University of Twente, The Netherlands; Technische Universitat Munchen, Munchen, Bayern, DE; NOVA LINCS, Universidade Nova de Lisboa, Portugal; University of L’ Aquila, Italy; Universidad de Málaga, Spain; Vienna University of Technology, Austria; NOVA LINCS, Universidade Nova de Lisboa, Portugal; AtlanMod Team (Inria, Mines Nantes & LINA), France; Universidad de Málaga, Spain; NOVA LINCS, Universidade Nova de Lisboa, Portugal; Fortiss GmbH, Germany; Fortiss GmbH, Germany",509
"Department of Computer Science, University of Wisconsin-Whitewater, Whitewater, WI; Formal Methods and Verification Group, Iowa State University, Ames, IA; Formal Methods and Verification Group, Iowa State University, Ames, IA",510
"Department of Individual and Collective Reasoning, University of Luxembourg, Luxembourg; Department of Information and Computing Sciences, Utrecht University, The Netherlands; School of Computer Science, Carnegie Mellon University",511
"Department of Information Systems University of Haifa, Haifa, Israel; Department of Information Systems University of Haifa, Haifa, Israel",512
"University of Calgary, Calgary, AB, CA; Department of Computer Science, University of Calgary, Alberta, Canada",513
"ALICE: The Aston Lab for Intelligent Collectives Engineering, School of Engineering and Applied Science Aston University, UK",514
"Institute of Computer Technology, Vienna University of Technology, Austria; Institute of Computer Technology, Vienna University of Technology, Austria; Institute of Computer Technology, Vienna University of Technology, Austria",515
"Mälardalen University, Västerås, Sweden; Mälardalen University, Västerås, Sweden; Mälardalen University, Västerås, Sweden; Mälardalen University, Västerås, Sweden; Bombardier Transportation AB, Sweden; Saab AB, Sweden",516
"Fondazione Bruno Kessler, Italy; Fondazione Bruno Kessler, Italy; Fondazione Bruno Kessler, Italy; Fondazione Bruno Kessler, Italy",517
"Division of Computer Science and Engineering, Louisiana State University, Baton Rouge, LA; Division of Computer Science and Engineering, Louisiana State University, Baton Rouge, LA",518
"Faculty of Science and Technology, Bournemouth University, United Kingdom; Faculty of Science and Technology, Bournemouth University, United Kingdom; Faculty of Science and Technology, Bournemouth University, United Kingdom; Faculty of Science and Technology, Bournemouth University, United Kingdom",519
"Rutgers University, New Jersey, US; University of Namur, Namur, Belgium; University of Haifa, Haifa, Israel",520
"Software and Service Engineering, research group (GESSI), Universitat Politècnica de Catalunya (UPC), Barcelona, Catalunya, Spain; Software and Service Engineering, research group (GESSI), Universitat Politècnica de Catalunya (UPC), Barcelona, Catalunya, Spain; Software and Service Engineering, research group (GESSI), Universitat Politècnica de Catalunya (UPC), Barcelona, Catalunya, Spain; Department of Computer Science, University of Victoria, Victoria, BC, Canada; Department of Computer Science, University of Victoria, Victoria, BC, Canada",521
"Software Engineering, Fraunhofer Institute for Production Technology IPT, Paderborn, Germany; Software Engineering, Fraunhofer Institute for Production Technology IPT, Paderborn, Germany",522
"University of Trento, Italy; University of Trento, Italy; University of Trento, Italy; City University London, UK; Technische Universität, München, Germany",523
"Department of Computer Science and Engineering, Shanghai Jiao Tong University, Shanghai, China; Department of Computer Science and Engineering, Shanghai Jiao Tong University, Shanghai, China; Department of Computer Science and Engineering, Shanghai Jiao Tong University, Shanghai, China; Department of Computer Science and Engineering, Shanghai Jiao Tong University, Shanghai, China; Department of Computer Science and Engineering, Shanghai Jiao Tong University, Shanghai, China",524
"Department of Informatics University of Zurich, Switzerland; Department of Informatics University of Zurich, Switzerland",525
"Faculty of Business Administration, Memorial University of Newfoundland, Canada; Faculty of Business Administration, Memorial University of Newfoundland, Canada",526
"Respect-IT S.A., Louvain-la-Neuve, Belgium; CETIC Research Centre, Charleroi, Belgium",527
"Universidade Federal de Pernambuco, Recife, Brazil; Universidade Federal de Pernambuco, Recife, Brazil; Universidade Federal de Pernambuco, Recife, Brazil",528
"Software Engineering Gothenburg University, Gothenburg, Sweden; Computer Science and Engineering Chalmers, University of Gothenburg, Gothenburg, Sweden",529
"Teradyne, Inc., North Reading, MA, USA",530
"Institut für Informatik, Technische Universität München, Germany; Institut für Informatik, Technische Universität München, Germany; MAN Truck & Bus AG, Engineering E/E System Vehicle Dynamic Functions (EEV), München, Germany",531
"Mjølner Informatics A/S, Aarhus, Denmark; Mjølner Informatics A/S, Aarhus, Denmark; Mjølner Informatics A/S, Aarhus, Denmark; Mjølner Informatics A/S, Aarhus, Denmark",532
"Experience First Design Inc., Saskatoon, Canada; Experience First Design Inc., Saskatoon, Canada; Blekinge Institue of Technology, Karlskrona, Sweden; Aalto University, Espoo, Finland",533
"Futurice Oy, Aalto University School of Science, Finland; Aalto University School of Science, Finland",534
"Research and Development, Daimler AG, Böblingen, Germany; Research and Development, Daimler AG, Ulm, Germany",535
"Technische Universität München, Germany; Technische Universität München, Germany; Technische Universität München, Germany; Munich Re, Germany; Munich Re, Germany",536
"Daimler AG, Stuttgart, Baden-WÃ¼rttemberg, DE; Albert-Ludwigs-Universitat Freiburg, Freiburg im Breisgau, Baden-WÃ¼rttemberg, DE",537
"Department of Computer Science and Engineering, University of Gothenburg, Sweden; Volvo Car Group, Sweden; Volvo Car Group, Sweden; Volvo Car Group, Sweden",538
"Department of Computer Science, Federal University of Bahia (UFBa), Salvador, Brazil",539
"CNES, CLLE-ERSS (UMR5263: CNRS & Université Toulouse - Jean Jaurès), Toulouse, France",540
"Department of Computer Science, University of Oxford, Oxford, U.K.",541
"Department of Informatics, University of Zurich, Zurich, Switzerland",542
"Laboratoire de Génie Industriel, Ecole Centrale Paris, Châtenay-Malabry, France",543
"Center of Excellence for Software and System Traceability, DePaul University, Chicago, USA; Center of Excellence for Software and System Traceability, DePaul University, Chicago, USA; Department of Software Engineering, Rochester Institute of Technology, Rochester, NY",544
"Brazilian Development Bank, BNDES; Blekinge Institute of Technology, Sweden",545
"Georgia Institute of Technology, USA",546
"Dept. of Computer Science, University of Twente, Enschede, The Netherlands",547
"College of Computing and Digital Media, DePaul University, Chicago, IL, USA; College of Computing and Digital Media, DePaul University, Chicago, IL, USA",548
"Computing and Information Science Program, Rochester Institute of Technology (RIT), Rochester, New York, USA; Software Engineering Department, Rochester Institute of Technology (RIT), Rochester, New York, USA",549
"Department of Information Engineering and Computer Science, University of Trento, Italy; Department of Computer Science, University of Toronto, Toronto, Canada; Department of Computer Science, University of Toronto, Toronto, Canada; Department of Computer Science, University of Toronto, Toronto, Canada",550
"ICTEAM – Institute for Information & Communication Technologies, Electronics and Applied Mathematics Université catholique de Louvain, Louvain-la-Neuve, Belgium; ICTEAM – Institute for Information & Communication Technologies, Electronics and Applied Mathematics Université catholique de Louvain, Louvain-la-Neuve, Belgium",551
"Lancaster University, Lancaster, UK; Utrecht University, Utrecht, The Netherlands; University of Trento, Trento, Italy; University of Trento, Trento, Italy; University of Trento, Trento, Italy; North Carolina State University, Raleigh, NC, USA",552
"SnT Centre for Security, Reliability and Trust University of Luxembourg, Luxembourg; SnT Centre for Security, Reliability and Trust University of Luxembourg, Luxembourg; SnT Centre for Security, Reliability and Trust University of Luxembourg, Luxembourg",553
"CRP Henri Tudor, Luxembourg City, Luxembourg; CRP Henri Tudor, Luxembourg City, Luxembourg; CRP Henri Tudor, Luxembourg City, Luxembourg; EECS, University of Ottawa, Ottawa, Canada",554
"School of Interactive Computing, Georgia Institute of Technology, Atlanta, GA, USA; School of Interactive Computing, Georgia Institute of Technology, Atlanta, GA, USA; School of Interactive Computing, Georgia Institute of Technology, Atlanta, GA, USA; Georgia Institute of Technology, Atlanta, GA, US",555
"DISI, Universita degli Studi di Trento, Trento, Trentino-Alto Adige, IT; DISI, University of Trento, Trento, Italy",556
"Software Engineering Group, Leibniz Universität Hannover, Germany; Chair of Software Engineering, TU Dortmund, Germany; Chair of Software Engineering, TU Dortmund, Germany; Software Engineering Group, Leibniz Universität Hannover, Germany; Chair of Software Engineering, TU Dortmund, Germany",557
"Shanghai Key Laboratory of Data Science, Fudan University, China; Shanghai Key Laboratory of Data Science, Fudan University, China; Shanghai Key Laboratory of Data Science, Fudan University, China; Department of Information Engineering and Computer Science, University of Trento, Italy; Shanghai Key Laboratory of Data Science, Fudan University, China; Shanghai Key Laboratory of Data Science, Fudan University, China",558
"School of Computing, DePaul University, Chicago, IL, USA; School of Computing, DePaul University, Chicago, IL, USA; School of Computing, DePaul University, Chicago, IL, USA; School of Computing, DePaul University, Chicago, IL, USA; School of Computing, DePaul University, Chicago, IL, USA; School of Computing, DePaul University, Chicago, IL, USA; School of Computing, DePaul University, Chicago, IL, USA",559
"Department of Electrical Engineering and Computing Systems, University of Cincinnati, USA; Department of Computer Science and Engineering, Mississippi State University, USA; School of Computer Science and Technology, Beijing Institute of Technology, China; School of Computer Science and Technology, Beijing Institute of Technology, China",560
"Dipartimento di Informatica, Università di Pisa, Italy; School of Software, University of Technology Sydney, Australia",561
"Technische Universität München, Garching, Germany; University of Hamburg, Hamburg, Germany",562
"Institute for Software Research, Carnegie Mellon University, Pittsburgh, Pennsylvania; Institute for Software Research, Carnegie Mellon University, Pittsburgh, Pennsylvania",563
"Lancaster University, Lancaster, UK; Lancaster University, Lancaster, UK; Lancaster University, Lancaster, UK; Lancaster University, Lancaster, UK",564
"Department of Computer Science, North Carolina State University, Raleigh, North Carolina, USA; Department of Computer Science, North Carolina State University, Raleigh, North Carolina, USA; Department of Computer Science, North Carolina State University, Raleigh, North Carolina, USA; Department of Computer Science, North Carolina State University, Raleigh, North Carolina, USA",565
"Department of Computer Science, University of Texas at San Antonio, San Antonio, Texas, USA; Department of Computer Science, University of Texas at San Antonio, San Antonio, Texas, USA; Department of Computer Science, University of Texas at San Antonio, San Antonio, Texas, USA; Institute for Software Research, Carnegie Mellon University, Pittsburgh, Pennsylvania, USA",566
"Politecnico di Milano, Milano, Italy; Lero – The Irish Software Engineering Research Centre, Limerick, Ireland; Politecnico di Milano, Milano, Italy; Politecnico di Milano, Milano, Italy; Department of Computing, The Open University, Milton Keynes, UK",567
"Department of Computer Science and Engineering Chalmers, University of Gothenburg, Sweden; Department of Computer Science, University of Victoria, Victoria, BC, Canada; Department of Computer Science, University of Victoria, Victoria, BC, Canada; Department of Computer Science, University of Victoria, Victoria, BC, Canada",568
"R & D Headquarters, NTT DATA Corporation, Tokyo, Japan; R & D Headquarters, NTT DATA Corporation, Tokyo, Japan; Software Innovation Center, NTT Corporation, Tokyo, Japan; Dep. of Software Engineering, Nanzan University, Seto, Japan",569
"Department of Computer Science and Engineering, Mississippi State University, USA; Department of Electrical Engineering and Computing Systems, University of Cincinnati, USA; Department of Computer Science and Engineering, Mississippi State University, USA; Danfoss Power Electronics A/S, Graasten, Denmark",570
"UNLP, Lifia, Fac. de Informática, Bs As, Argentina; UNLP, Lifia, Fac. de Informática, Bs As, Argentina; PUC-Rio, Dep. Informática, Gávea, RJ, Brasil; INTEC, UADE, Bs As, Argentina",571
"Engineering and Public Policy, Carnegie Mellon University, Pittsburgh, USA; Institute for Software Engineering, Carnegie Mellon University, Pittsburgh, USA",572
"Aalto University, Espoo, Finland; Aalto University, Espoo, Finland; University of Helsinki, Helsinki, Finland",573
"University of Trento, Trento, Italy; University of Trento, Trento, Italy; University of Trento, Trento, Italy; Rutgers University, New Brunswick, USA; Federal University of Espírito Santo (UFES), Vitória, Brazil; Federal University of Espírito Santo (UFES), Vitória, Brazil; Tsinghua University, Beijing, China",574
"Blekinge Institute of Technology (BTH), Karlskrona, Sweden; Blekinge Institute of Technology (BTH), Karlskrona, Sweden; Blekinge Institute of Technology (BTH), Karlskrona, Sweden",575
"UNITN, Trento, Italy; FBK, Trento, Italy; UNITN, Trento, Italy",576
"Faculty of Science, Engineering and Technology, Swinburne University of Technology, Melbourne, Australia; Faculty of Science, Engineering and Technology, Swinburne University of Technology, Melbourne, Australia; Faculty of Science, Engineering and Technology, Swinburne University of Technology, Melbourne, Australia",577
"European University Cyprus, Nicosia, Cyprus; The University of Manchester, UK; The University of Manchester, UK",578
"Department of Computer Science and Engineering, Chalmers | University of Gothenburg, Sweden; Department of Computer Science and Engineering, Chalmers | University of Gothenburg, Sweden",579
"ECE, McGill University, Montréal, Canada; ECE, McGill University, Montréal, Canada; ECE, McGill University, Montréal, Canada; ECE, McGill University, Montréal, Canada",580
"GrayPE Systems (P) Limited, NOIDA, India; GrayPE Systems (P) Limited, NOIDA, India",581
"NASA-Johnson Space Center, USA; The Boeing Company, USA; Oceaneering Space Systems, USA",582
"Institut für Informatik, Technische Universität München, Germany; Fortiss GmbH, München, Germany; Fortiss GmbH, München, Germany",583
"Department of Information Science, University of Applied Sciences of Zwickau, Germany; Hessische Hochschule für Polizei und Verwaltung Wiesbaden, Department of Public Administration, Germany; University of Hamburg, Germany; University of Hamburg, Germany",584
"Glushkov Institute of Cybernetics, Kyiv, Ukraine; Uniquesoft LLC Palatine, USA",585
"Christian-Albrechts-University of Kiel, Kiel, Germany; Christian-Albrechts-University of Kiel, Kiel, Germany; Christian-Albrechts-University of Kiel, Kiel, Germany; Christian-Albrechts-University of Kiel, Kiel, Germany",586
"Bankdata Fredericia, Denmark; Bankdata Fredericia, Denmark; Mjølner Informatics A/S, Aarhus, Denmark; Mjølner Informatics A/S, Aarhus, Denmark; Mjølner Informatics A/S, Aarhus, Denmark",587
"ABB Corporate Research, Västerås, Sweden; ABB Corporate Research, Västerås, Sweden; Karlsruhe Institute of Technology, Karlsruhe, Germany; University of Paderborn, Paderborn, Germany",588
"Zühlke Management Consultants AG, Schlieren, Switzerland; Fraunhofer IESE, Kaiserslautern, Germany; Department of Informatics, University of Zurich, Zurich, Switzerland; Zühlke Management Consultants AG, Schlieren, Switzerland; Zühlke Management Consultants AG, Schlieren, Switzerland; Department of Informatics, University of Zurich, Zurich, Switzerland",589
"University of Hamburg, Hamburg, Germany; Tata Consultancy Services, Pune, India",590
"Dept. of Computer Science, University College London, London, United Kingdom; Dept. of Computer Science, University College London, London, United Kingdom; Dept. of Computer Science, University College London, London, United Kingdom",591
"Department of Statistics and Informatics, Federal Rural University of Pernambuco, Pernambuco, Brazil; Informatics Center, Federal University of Pernambuco, Pernambuco, Brazil; Informatics Center, Federal University of Pernambuco, Pernambuco, Brazil; Department of Information and Computing Sciences, Utrecht University, Utrecht, the Netherlands; Department of Information and Computing Sciences, Utrecht University, Utrecht, the Netherlands",592
"City&Guilds Kineo, Brighton, UK; Centre for Human-Computer Interaction Design, City University London, London, UK",593
